;s;p;o;source;support;pipeline;Danilo;FRA;;;;;;Danilo-FRA;;;
167;semantic search engines;uses;web ontology language;['luanyi', 'heuristic'];[2, 4];yes;y;y;;;;;;1;;;
180;semantic search engines;improves;web searches;['openie'];[1];yes;y;y;;;;;;1;;;
794;semantic search engines;produces;web-searching;['heuristic'];[8.0];no;y;y;;;;;;1;;;
972;semantic similarity measures;proposes;linked data;['heuristic'];[5.0];no;n;n;;;;;;1;;;
973;semantic similarity measures;is;ontology alignment;['heuristic'];[5.0];no;n;n;;;;;;1;;;
179;semantic similarity measures;uses;ontology alignment;['luanyi'];[1];yes;n;n;;;;;;1;;;
1097;semantic similarity measures;extends;semantic description;['heuristic'];[4.0];no;n;y;;;;;;0;;;
974;semantic similarity measures;is;semantic web services;['heuristic'];[5.0];no;n;n;;;;;;1;;;
1098;semantic web rule languages;defines;web ontology language;['heuristic'];[4.0];no;y;n;;;;;;0;;;
516;semantic web rule languages;extends;web ontology language;['openie'];[1];yes;y;y;;;;;;1;;;
538;semantic web rule languages;is;web ontology language;['luanyi'];[1];yes;y;n;;;;;;0;;;
319;semantic web rule languages;produces;web ontology language;['heuristic'];[62];yes;y;n;;;;;;0;;;
889;semantic web service discovery;base;ontology alignment;['heuristic'];[6.0];no;y;y;;;;;;1;;;
309;semantic web service discovery;uses;ontology alignment;['luanyi'];[2];yes;n;y;;;;;;0;;;
795;semantic web service discovery;base;semantic web services;['heuristic'];[8.0];no;y;y;;;;;;1;;;
1099;semantic web services;base;access control;['heuristic'];[4.0];no;n;n;;;;;;1;;;
467;semantic web services;uses;access control;['luanyi'];[3];yes;y;y;;;;;;1;;;
320;semantic web services;uses;agent technology;['luanyi', 'heuristic'];[2, 11];yes;y;y;;;;;;1;;;
625;semantic web services;uses;answering queries;['heuristic'];[1];yes;y;y;;;;;;1;;;
280;semantic web services;requires;authentication;['openie', 'heuristic'];[1, 1];yes;y;y;;;;;;1;;;
463;semantic web services;supports;automated reasoning;['openie', 'heuristic'];[2, 6];yes;y;y;;;;;;1;;;
440;semantic web services;produces;automatic composition;['openie'];[1];yes;y;y;;;;;;1;;;
298;semantic web services;uses;automatic composition;['luanyi'];[1];yes;y;y;;;;;;1;;;
38;semantic web services;supports;automation;['heuristic', 'openie'];[54, 6];yes;n;y;;;;;;0;;;
568;semantic web services;uses;bayesian classification;['luanyi'];[1];yes;y;y;;;;;;1;;;
97;semantic web services;uses;business logic;['luanyi', 'heuristic'];[1, 8];yes;y;y;;;;;;1;;;
124;semantic web services;uses;business process execution language;['luanyi'];[4];yes;y;y;;;;;;1;;;
1285;semantic web services;produces;business process modelling;['heuristic'];[3.0];no;n;n;;;;;;1;;;
353;semantic web services;uses;collaborative filtering algorithms;['luanyi', 'heuristic'];[1, 1];yes;y;y;;;;;;1;;;
295;semantic web services;uses;collaborative tagging;['luanyi'];[1];yes;y;y;;;;;;1;;;
572;semantic web services;provides;communication;['heuristic'];[41];yes;n;y;;;;;;0;;;
578;semantic web services;includes;component-based software engineering;['luanyi'];[1];yes;n;y;;;;;;0;;;
194;semantic web services;is;component-based software engineering;['openie'];[1];yes;n;n;;;;;;1;;;
53;semantic web services;produces;component-based software engineering;['heuristic'];[27];yes;n;n;;;;;;1;;;
1286;semantic web services;represents;computer science;['heuristic'];[3.0];no;n;n;;;;;;1;;;
832;semantic web services;extends;context information;['heuristic'];[7.0];no;y;y;;;;;;1;;;
1100;semantic web services;combines;cycle;['heuristic'];[4.0];no;n;?;;;;;;0;;;
1287;semantic web services;automates;data integration;['heuristic'];[3.0];no;y;y;;;;;;1;;;
424;semantic web services;uses;database management;['luanyi'];[1];yes;y;n;;;;;;0;;;
602;semantic web services;uses;description logics;['luanyi'];[6];yes;y;y;;;;;;1;;;
26;semantic web services;uses;distributed applications;['luanyi'];[1];yes;y;y;;;;;;1;;;
515;semantic web services;uses;distributed architectures;['luanyi'];[1];yes;y;y;;;;;;1;;;
165;semantic web services;uses;distributed systems;['luanyi'];[1];yes;y;y;;;;;;1;;;
833;semantic web services;requires;domain-specific ontologies;['heuristic'];[7.0];no;y;y;;;;;;1;;;
1288;semantic web services;matches;efficient algorithm;['heuristic'];[3.0];no;n;n;;;;;;1;;;
742;semantic web services;uses;explicit knowledge;['heuristic'];[2];yes;y;y;;;;;;1;;;
426;semantic web services;uses;extensible markup language (xml);['openie'];[1];yes;y;y;;;;;;1;;;
1101;semantic web services;includes;finite state machines;['heuristic'];[4.0];no;y;y;;;;;;1;;;
543;semantic web services;uses;formal models;['luanyi'];[2];yes;y;y;;;;;;1;;;
1102;semantic web services;supports;grid services;['heuristic'];[4.0];no;n;y;;;;;;0;;;
1103;semantic web services;proposes;inference;['heuristic'];[4.0];no;n;y;;;;;;0;;;
11;semantic web services;is;information integration;['luanyi'];[1];yes;n;n;;;;;;1;;;
975;semantic web services;queries;information retrieval;['heuristic'];[5.0];no;n;n;;;;;;1;;;
796;semantic web services;supports;information systems;['heuristic'];[8.0];no;y;y;;;;;;1;;;
1104;semantic web services;extends;information technology;['heuristic'];[4.0];no;y;y;;;;;;1;;;
723;semantic web services;uses;information theory;['heuristic'];[1];yes;y;y;;;;;;1;;;
1289;semantic web services;is;intelligibility;['heuristic'];[3.0];no;n;n;;;;;;1;;;
279;semantic web services;uses;knowledge acquisition;['luanyi'];[3];yes;y;y;;;;;;1;;;
109;semantic web services;uses;learning;['heuristic'];[24];yes;n;y;;;;;;0;;;
976;semantic web services;supports;learning objects;['heuristic'];[5.0];no;n;y;;;;;;0;;;
768;semantic web services;uses;linear logic;['heuristic'];[3];yes;n;y;;;;;;0;;;
1105;semantic web services;links;linked open data;['heuristic'];[4.0];no;y;y;;;;;;1;;;
977;semantic web services;proposes;logistics;['heuristic'];[5.0];no;n;n;;;;;;1;;;
737;semantic web services;uses;machine learning techniques;['heuristic'];[2];yes;y;y;;;;;;1;;;
242;semantic web services;uses;mashup;['luanyi'];[1];yes;n;y;;;;;;0;;;
200;semantic web services;uses;matching algorithm;['luanyi'];[2];yes;y;y;;;;;;1;;;
415;semantic web services;uses;mobile devices;['luanyi', 'heuristic'];[1, 1];yes;n;y;;;;;;0;;;
128;semantic web services;uses;modeling languages;['luanyi'];[2];yes;y;y;;;;;;1;;;
116;semantic web services;uses;ontologies;['luanyi', 'openie', 'heuristic'];[21, 1, 251];yes;y;y;;;;;;1;;;
378;semantic web services;uses;ontology alignment;['luanyi'];[2];yes;y;y;;;;;;1;;;
233;semantic web services;uses;ontology evolution;['luanyi'];[1];yes;y;y;;;;;;1;;;
834;semantic web services;provides;ontology integration;['heuristic'];[7.0];no;y;y;;;;;;1;;;
522;semantic web services;uses;ontology integration;['luanyi'];[1];yes;y;y;;;;;;1;;;
110;semantic web services;uses;ontology language;['luanyi', 'heuristic'];[1, 7];yes;y;y;;;;;;1;;;
105;semantic web services;uses;ontology technology;['luanyi', 'heuristic'];[2, 3];yes;y;y;;;;;;1;;;
978;semantic web services;produces;optimization;['heuristic'];[5.0];no;n;n;;;;;;1;;;
1106;semantic web services;base;planning algorithms;['heuristic'];[4.0];no;y;n;;;;;;0;;;
98;semantic web services;requires;privacy;['openie', 'heuristic'];[1, 1];yes;y;n;;;;;;0;;;
1290;semantic web services;supports;process discovery;['heuristic'];[3.0];no;y;y;;;;;;1;;;
360;semantic web services;represents;programming models;['openie'];[1];yes;n;y;;;;;;0;;;
835;semantic web services;uses;radio frequency identification technology;['heuristic'];[7.0];no;n;y;;;;;;0;;;
265;semantic web services;supports;reasoning algorithms;['heuristic', 'openie'];[28, 1];yes;y;y;;;;;;1;;;
20;semantic web services;uses;reference architectures;['luanyi'];[1];yes;y;y;;;;;;1;;;
284;semantic web services;uses;resource description framework (rdf);['luanyi'];[1];yes;y;y;;;;;;1;;;
1107;semantic web services;combines;robots;['heuristic'];[4.0];no;n;n;;;;;;1;;;
80;semantic web services;includes;semantic description;['luanyi'];[2];yes;y;y;;;;;;1;;;
610;semantic web services;produces;semantic description;['heuristic'];[39];yes;y;y;;;;;;1;;;
81;semantic web services;provides;semantic description;['openie'];[2];yes;y;y;;;;;;1;;;
836;semantic web services;matches;semantic distance;['heuristic'];[7.0];no;n;n;;;;;;1;;;
101;semantic web services;uses;semantic interoperability;['luanyi'];[2];yes;y;y;;;;;;1;;;
797;semantic web services;improves;semantic relationships;['heuristic'];[8.0];no;y;y;;;;;;1;;;
67;semantic web services;uses;semantic relationships;['luanyi', 'luanyi'];[6, 4];yes;y;y;;;;;;1;;;
389;semantic web services;uses;semantic search engines;['luanyi'];[1];yes;y;y;;;;;;1;;;
890;semantic web services;base;semantic similarity measures;['heuristic'];[6.0];no;y;y;;;;;;1;;;
733;semantic web services;uses;semantic web service discovery;['heuristic'];[11];yes;y;y;;;;;;1;;;
300;semantic web services;combines;semantic web technologies;['heuristic', 'openie'];[32, 1];yes;y;y;;;;;;1;;;
331;semantic web services;is;semantic web technologies;['luanyi', 'luanyi'];[3, 2];yes;y;y;;;;;;1;;;
31;semantic web services;uses;semantic web technologies;['heuristic', 'luanyi', 'luanyi', 'openie', 'heuristic'];[413, 3, 19, 1, 1];yes;y;y;;;;;;1;;;
297;semantic web services;uses;semantic wikis;['luanyi'];[3];yes;y;y;;;;;;1;;;
1291;semantic web services;produces;service architecture;['heuristic'];[3.0];no;y;y;;;;;;1;;;
798;semantic web services;supports;service compositions;['heuristic'];[8.0];no;y;y;;;;;;1;;;
214;semantic web services;uses;service compositions;['luanyi', 'heuristic'];[2, 2];yes;y;y;;;;;;1;;;
732;semantic web services;uses;service management;['heuristic'];[5];yes;y;y;;;;;;1;;;
837;semantic web services;proposes;service ontology;['heuristic'];[7.0];no;y;y;;;;;;1;;;
891;semantic web services;proposes;service-oriented computing;['heuristic'];[6.0];no;y;y;;;;;;1;;;
614;semantic web services;uses;service-oriented computing;['luanyi'];[3];yes;y;y;;;;;;1;;;
205;semantic web services;includes;services selection;['luanyi'];[1];yes;y;y;;;;;;1;;;
799;semantic web services;supports;services selection;['heuristic'];[8.0];no;n;y;;;;;;0;;;
82;semantic web services;uses;shortest paths;['luanyi'];[1];yes;y;n;;;;;;0;;;
1108;semantic web services;extends;social networks;['heuristic'];[4.0];no;n;n;;;;;;1;;;
892;semantic web services;uses;soft computing;['heuristic'];[6.0];no;y;y;;;;;;1;;;
554;semantic web services;supports;software agents;['heuristic'];[24];yes;y;y;;;;;;1;;;
286;semantic web services;uses;software agents;['luanyi'];[2];yes;y;y;;;;;;1;;;
800;semantic web services;queries;sparql;['heuristic'];[8.0];no;n;n;;;;;;1;;;
483;semantic web services;uses;sparql;['luanyi'];[1];yes;y;y;;;;;;1;;;
1292;semantic web services;extends;supply chain coordination;['heuristic'];[3.0];no;y;n;;;;;;0;;;
83;semantic web services;supports;supply chain coordination;['openie'];[1];yes;y;y;;;;;;1;;;
330;semantic web services;uses;system architectures;['luanyi'];[1];yes;y;y;;;;;;1;;;
469;semantic web services;uses;text clustering;['luanyi'];[1];yes;y;y;;;;;;1;;;
175;semantic web services;uses;tool support;['luanyi'];[1];yes;y;n;;;;;;0;;;
518;semantic web services;uses;uml profiles;['luanyi'];[1];yes;y;y;;;;;;1;;;
1293;semantic web services;provides;user experience;['heuristic'];[3.0];no;n;y;;;;;;0;;;
838;semantic web services;matches;user query;['heuristic'];[7.0];no;n;n;;;;;;1;;;
507;semantic web services;uses;user query;['luanyi'];[1];yes;y;y;;;;;;1;;;
1294;semantic web services;automates;verification;['heuristic'];[3.0];no;y;y;;;;;;1;;;
369;semantic web services;uses;visual programming;['luanyi'];[1];yes;y;y;;;;;;1;;;
1109;semantic web services;extends;visualization;['heuristic'];[4.0];no;n;n;;;;;;1;;;
54;semantic web services;uses;visualization;['luanyi'];[1];yes;y;y;;;;;;1;;;
186;semantic web services;uses;web 2.0;['luanyi'];[1];yes;y;y;;;;;;1;;;
774;semantic web services;uses;web engineering;['heuristic'];[4];yes;y;y;;;;;;1;;;
413;semantic web services;uses;web of data;['luanyi'];[1];yes;y;y;;;;;;1;;;
234;semantic web services;uses;web ontology language;['luanyi', 'heuristic', 'heuristic'];[4, 3, 7];yes;y;y;;;;;;1;;;
246;semantic web services;uses;web service description;['luanyi'];[2];yes;y;y;;;;;;1;;;
221;semantic web services;automates;web services discovery;['openie'];[1];yes;y;y;;;;;;1;;;
580;semantic web services;provides;web services discovery;['heuristic'];[42];yes;y;y;;;;;;1;;;
437;semantic web services;supports;web services discovery;['openie'];[1];yes;y;y;;;;;;1;;;
417;semantic web services;uses;web services discovery;['luanyi'];[2];yes;y;y;;;;;;1;;;
653;semantic web services;uses;wi-fi;['heuristic'];[3];yes;y;n;;;;;;0;;;
1295;semantic web services;converts;xml data;['heuristic'];[3.0];no;y;n;;;;;;0;;;
1296;semantic web services;uses;zig-bee;['heuristic'];[3.0];no;y;y;;;;;;1;;;
386;semantic web technologies;links;linked data;['heuristic'];[271];yes;y;y;;;;;;1;;;
203;semantic web technologies;publishes;linked data;['heuristic'];[65];yes;y;y;;;;;;1;;;
521;semantic web technologies;supports;linked data;['heuristic'];[23];yes;y;y;;;;;;1;;;
487;semantic web technologies;uses;linked data;['openie'];[1];yes;y;y;;;;;;1;;;
7;semantic web technologies;includes;ontology alignment;['luanyi', 'luanyi', 'heuristic', 'heuristic'];[1, 10, 3, 11];yes;y;y;;;;;;1;;;
208;semantic web technologies;provides;ontology alignment;['heuristic'];[41];yes;y;y;;;;;;1;;;
464;semantic web technologies;uses;ontology alignment;['luanyi'];[1];yes;y;y;;;;;;1;;;
32;semantic web technologies;includes;resource description framework (rdf);['heuristic'];[27];yes;y;y;;;;;;1;;;
85;semantic web technologies;uses;resource description framework (rdf);['heuristic', 'openie', 'heuristic', 'openie', 'luanyi', 'luanyi', 'heuristic'];[141, 3, 317, 1, 66, 15, 4];yes;y;y;;;;;;1;;;
127;semantic web technologies;includes;semantic description;['luanyi'];[1];yes;y;y;;;;;;1;;;
893;semantic web technologies;supports;semantic description;['heuristic'];[6.0];no;y;n;;;;;;0;;;
546;semantic web technologies;uses;semantic description;['heuristic'];[84];yes;y;y;;;;;;1;;;
325;semantic web technologies;includes;semantic descriptions;['luanyi'];[1];yes;y;y;;;;;;1;;;
683;semantic web technologies;provides;semantic descriptions;['heuristic'];[7];yes;y;y;;;;;;1;;;
44;semantic web technologies;uses;semantic search engine;['luanyi'];[2];yes;y;y;;;;;;1;;;
894;semantic web technologies;includes;semantic search engines;['heuristic'];[6.0];no;y;y;;;;;;1;;;
103;semantic web technologies;supports;semantic search engines;['heuristic'];[54];yes;y;y;;;;;;1;;;
470;semantic web technologies;produces;semantic web services;['openie'];[1];yes;y;y;;;;;;1;;;
449;semantic web technologies;provides;semantic web services;['heuristic'];[372];yes;y;y;;;;;;1;;;
184;semantic web technologies;supports;semantic web services;['heuristic'];[22];yes;y;y;;;;;;1;;;
509;semantic web technologies;uses;semantic web services;['luanyi'];[4];yes;y;y;;;;;;1;;;
445;semantic web technologies;combines;web ontology language;['openie'];[1];yes;y;n;;;;;;0;;;
979;semantic web technologies;supports;web ontology language;['heuristic'];[5.0];no;y;y;;;;;;1;;;
49;semantic web technologies;uses;web ontology language;['heuristic', 'heuristic', 'heuristic', 'luanyi', 'openie', 'luanyi'];[176, 88, 27, 38, 2, 14];yes;y;y;;;;;;1;;;
1297;sensor data;base;linked data;['heuristic'];[3.0];no;n;n;;;;;;1;;;
47;sensor networks;uses;ontology alignment;['luanyi'];[1];yes;n;y;;;;;;0;;;
895;sensors;publishes;linked data;['heuristic'];[6.0];no;n;y;;;;;;0;;;
654;service architecture;uses;resource description framework (rdf);['heuristic'];[1];yes;y;n;;;;;;0;;;
313;service compositions;uses;semantic description;['luanyi'];[1];yes;y;y;;;;;;1;;;
496;service execution;is;semantic web services;['luanyi'];[1];yes;y;n;;;;;;0;;;
980;service execution;supports;semantic web services;['heuristic'];[5.0];no;n;n;;;;;;1;;;
981;service matching;produces;semantic description;['heuristic'];[5.0];no;n;y;;;;;;0;;;
134;service matching;uses;semantic web services;['luanyi', 'heuristic'];[2, 10];yes;y;y;;;;;;1;;;
982;service ontology;base;web ontology language;['heuristic'];[5.0];no;y;y;;;;;;1;;;
660;service ontology;uses;web ontology language;['heuristic'];[1];yes;n;y;;;;;;0;;;
616;services selection;is;semantic web services;['luanyi'];[1];yes;y;y;;;;;;1;;;
896;services selection;selects;semantic web services;['heuristic'];[6.0];no;y;y;;;;;;1;;;
181;services selection;uses;semantic web services;['luanyi'];[1];yes;y;y;;;;;;1;;;
1298;smart grids;links;linked data;['heuristic'];[3.0];no;n;y;;;;;;0;;;
342;smart phones;uses;semantic search engines;['luanyi'];[1];yes;y;y;;;;;;1;;;
751;social networks;uses;linked data;['heuristic'];[6];yes;y;y;;;;;;1;;;
1299;social networks;produces;resource description framework (rdf);['heuristic'];[3.0];no;n;n;;;;;;1;;;
1300;social networks;publishes;resource description framework (rdf);['heuristic'];[3.0];no;n;n;;;;;;1;;;
473;social networks;uses;web ontology language;['luanyi'];[2];yes;n;y;;;;;;0;;;
187;social relationships;uses;semantic search engines;['luanyi'];[1];yes;n;n;;;;;;1;;;
276;software agents;uses;semantic description;['luanyi'];[1];yes;y;y;;;;;;1;;;
759;software agents;uses;semantic web services;['heuristic'];[13];yes;y;y;;;;;;1;;;
672;software design;uses;web ontology language;['heuristic'];[3];yes;y;y;;;;;;1;;;
690;software design patterns;uses;web ontology language;['heuristic'];[1];yes;y;y;;;;;;1;;;
983;software development life cycle;base;semantic web services;['heuristic'];[5.0];no;n;n;;;;;;1;;;
596;software development life cycle;uses;semantic web services;['luanyi'];[1];yes;y;y;;;;;;1;;;
341;software engineering;uses;linked data;['luanyi'];[1];yes;y;y;;;;;;1;;;
984;software engineering;produces;web ontology language;['heuristic'];[5.0];no;y;n;;;;;;0;;;
505;software maintenance;uses;ontology alignment;['luanyi'];[1];yes;y;n;;;;;;0;;;
1301;software product lines;acquires;semantic description;['heuristic'];[3.0];no;n;n;;;;;;1;;;
897;source codes;proposes;linked data;['heuristic'];[6.0];no;n;n;;;;;;1;;;
1110;spam filtering;publishes;linked data;['heuristic'];[4.0];no;n;n;;;;;;1;;;
392;sparql;links;linked data;['heuristic'];[59];yes;y;n;;;;;;0;;;
1111;sparql;proposes;ontology alignment;['heuristic'];[4.0];no;n;n;;;;;;1;;;
476;sparql;acquires;resource description framework (rdf);['heuristic'];[113];yes;y;y;;;;;;1;;;
111;sparql;is;resource description framework (rdf);['luanyi'];[4];yes;n;n;;;;;;1;;;
455;sparql;queries;resource description framework (rdf);['heuristic'];[30];yes;y;y;;;;;;1;;;
396;sparql;represents;resource description framework (rdf);['openie'];[1];yes;n;n;;;;;;1;;;
1302;sparql;uses;semantic search engines;['heuristic'];[3.0];no;y;n;;;;;;0;;;
1303;sparql;executes;web ontology language;['heuristic'];[3.0];no;n;n;;;;;;1;;;
408;sparql;supports;web ontology language;['heuristic'];[23];yes;y;n;;;;;;0;;;
985;spatial data;converts;linked data;['heuristic'];[5.0];no;n;n;;;;;;1;;;
292;spatial data;uses;linked data;['luanyi'];[2];yes;y;y;;;;;;1;;;
452;speech recognition;uses;semantic search engines;['luanyi'];[4];yes;y;y;;;;;;1;;;
225;star schema;uses;web ontology language;['luanyi'];[1];yes;y;y;;;;;;1;;;
1304;stream data;improves;semantic description;['heuristic'];[3.0];no;n;y;;;;;;0;;;
898;structured query language (sql);produces;resource description framework (rdf);['heuristic'];[6.0];no;n;y;;;;;;0;;;
773;supervised machine learning;uses;resource description framework (rdf);['heuristic'];[1];yes;y;y;;;;;;1;;;
303;supervised machine learning;uses;web ontology language;['luanyi', 'heuristic'];[1, 1];yes;y;y;;;;;;1;;;
399;supply chain coordination;uses;semantic web services;['luanyi'];[2];yes;y;y;;;;;;1;;;
254;telecommunications industry;uses;semantic web services;['luanyi'];[2];yes;n;y;;;;;;0;;;
271;text clustering;uses;semantic search engine;['luanyi'];[1];yes;y;y;;;;;;1;;;
839;text mining;selects;semantic description;['heuristic'];[7.0];no;n;n;;;;;;1;;;
899;text mining;supports;semantic search engines;['heuristic'];[6.0];no;y;y;;;;;;1;;;
448;text mining;uses;semantic web services;['luanyi'];[1];yes;y;y;;;;;;1;;;
840;topology;links;linked data;['heuristic'];[7.0];no;n;n;;;;;;1;;;
196;twitter;is;linked data;['luanyi'];[1];yes;n;n;;;;;;1;;;
986;twitter;uses;linked data;['heuristic'];[5.0];no;y;n;;;;;;0;;;
987;type systems;provides;linked data;['heuristic'];[5.0];no;n;n;;;;;;1;;;
679;ubiquitous computing;uses;web ontology language;['heuristic'];[1];yes;n;y;;;;;;0;;;
642;ubiquitous computing environment;uses;web ontology language;['heuristic'];[5];yes;n;y;;;;;;0;;;
988;undirected graph;represents;resource description framework (rdf);['heuristic', 'heuristic'];[5.0, 1.0];no;y;y;;;;;;1;;;
1112;universities;acquires;resource description framework (rdf);['heuristic'];[4.0];no;n;y;;;;;;0;;;
583;user experience;uses;semantic search engine;['luanyi'];[1];yes;n;n;;;;;;1;;;
10;user navigation;uses;semantic search engines;['luanyi'];[1];yes;n;n;;;;;;1;;;
70;user query;uses;ontology alignment;['luanyi'];[1];yes;n;y;;;;;;0;;;
380;user query;uses;semantic search engine;['luanyi'];[1];yes;y;y;;;;;;1;;;
383;user query;uses;semantic search engines;['luanyi'];[1];yes;y;y;;;;;;1;;;
671;user query;uses;web ontology language;['heuristic'];[6];yes;n;y;;;;;;0;;;
652;vector space model (vsm);uses;web ontology language;['heuristic'];[3];yes;n;y;;;;;;0;;;
1305;verification;represents;semantic description;['heuristic'];[3.0];no;n;n;;;;;;1;;;
1306;verification;supports;semantic web services;['heuristic'];[3.0];no;n;y;;;;;;0;;;
739;verification;uses;web ontology language;['heuristic'];[2];yes;y;y;;;;;;1;;;
989;video search;proposes;semantic search engines;['heuristic'];[5.0];no;n;n;;;;;;1;;;
841;visual features;supports;semantic search engines;['heuristic'];[7.0];no;n;y;;;;;;0;;;
801;visualization;supports;ontology alignment;['heuristic'];[8.0];no;n;y;;;;;;0;;;
990;visualization;includes;resource description framework (rdf);['heuristic'];[5.0];no;n;n;;;;;;1;;;
382;vocabulary;proposes;linked data;['heuristic'];[37];yes;n;n;;;;;;1;;;
842;vocabulary;produces;resource description framework (rdf);['heuristic'];[7.0];no;n;n;;;;;;1;;;
900;vocabulary;proposes;semantic web services;['heuristic'];[6.0];no;n;n;;;;;;1;;;
901;web 2.0;selects;linked data;['heuristic'];[6.0];no;n;n;;;;;;1;;;
29;web applications;uses;linked data;['luanyi'];[4];yes;y;y;;;;;;1;;;
291;web applications;uses;ontology alignment;['luanyi'];[1];yes;y;y;;;;;;1;;;
339;web applications;uses;resource description framework (rdf);['luanyi', 'heuristic'];[2, 4];yes;y;y;;;;;;1;;;
1307;web applications;defines;semantic description;['heuristic'];[3.0];no;n;n;;;;;;1;;;
991;web applications;base;semantic search engines;['heuristic'];[5.0];no;n;n;;;;;;1;;;
902;web applications;produces;semantic web services;['heuristic'];[6.0];no;y;n;;;;;;0;;;
550;web applications;uses;semantic web services;['luanyi'];[4];yes;y;y;;;;;;1;;;
1113;web applications;executes;web ontology language;['heuristic'];[4.0];no;n;n;;;;;;1;;;
222;web applications;uses;web ontology language;['luanyi'];[1];yes;y;y;;;;;;1;;;
333;web browsing;uses;linked data;['luanyi'];[1];yes;y;y;;;;;;1;;;
1114;web contents;selects;linked data;['heuristic'];[4.0];no;n;n;;;;;;1;;;
314;web contents;uses;linked data;['luanyi', 'heuristic'];[2, 2];yes;n;y;;;;;;0;;;
201;web contents;uses;resource description framework (rdf);['openie', 'luanyi', 'heuristic'];[1, 1, 8];yes;n;y;;;;;;0;;;
287;web contents;uses;semantic description;['luanyi'];[1];yes;n;y;;;;;;0;;;
441;web contents;uses;semantic search engine;['luanyi', 'heuristic'];[1, 1];yes;n;y;;;;;;0;;;
344;web contents;uses;semantic search engines;['luanyi'];[1];yes;n;y;;;;;;0;;;
188;web contents;uses;semantic web services;['luanyi'];[1];yes;n;y;;;;;;0;;;
307;web contents;uses;web ontology language;['luanyi'];[2];yes;n;y;;;;;;0;;;
1308;web development;includes;resource description framework (rdf);['heuristic', 'heuristic'];[3.0, 1.0];no;y;n;;;;;;0;;;
1309;web development;requires;semantic web services;['heuristic'];[3.0];no;y;n;;;;;;0;;;
351;web engineering;uses;resource description framework (rdf);['luanyi', 'heuristic'];[2, 1];yes;y;y;;;;;;1;;;
1115;web engineering;produces;semantic description;['heuristic'];[4.0];no;y;y;;;;;;1;;;
564;web engineering;uses;semantic web services;['luanyi'];[1];yes;y;y;;;;;;1;;;
651;web information;uses;semantic web services;['heuristic'];[2];yes;y;y;;;;;;1;;;
209;web of data;links;linked data;['heuristic'];[43];yes;n;y;;;;;;0;;;
524;web of data;uses;linked data;['luanyi'];[9];yes;y;y;;;;;;1;;;
802;web of data;acquires;resource description framework (rdf);['heuristic'];[8.0];no;n;n;;;;;;1;;;
1310;web of data;includes;resource description framework (rdf);['heuristic'];[3.0];no;n;y;;;;;;0;;;
416;web of data;uses;resource description framework (rdf);['luanyi'];[2];yes;y;y;;;;;;1;;;
531;web of data;uses;semantic search engine;['luanyi'];[1];yes;y;y;;;;;;1;;;
1116;web ontology language;limits;access control;['heuristic'];[4.0];no;n;n;;;;;;1;;;
139;web ontology language;provides;access control;['openie', 'heuristic'];[1, 9];yes;y;n;;;;;;0;;;
1311;web ontology language;defines;automated reasoning;['heuristic'];[3.0];no;n;y;;;;;;0;;;
843;web ontology language;provides;automated reasoning;['heuristic'];[7.0];no;y;y;;;;;;1;;;
1312;web ontology language;produces;automatic composition;['heuristic'];[3.0];no;n;y;;;;;;0;;;
695;web ontology language;supports;automation;['heuristic'];[3];yes;n;y;;;;;;0;;;
1117;web ontology language;base;bayesian approaches;['heuristic'];[4.0];no;n;n;;;;;;1;;;
992;web ontology language;represents;bayesian approaches;['heuristic'];[5.0];no;n;n;;;;;;1;;;
1313;web ontology language;produces;cellular;['heuristic'];[3.0];no;n;n;;;;;;1;;;
754;web ontology language;uses;classifiers;['heuristic'];[1];yes;n;y;;;;;;0;;;
1314;web ontology language;proposes;cloud services;['heuristic'];[3.0];no;n;n;;;;;;1;;;
1118;web ontology language;uses;collaborative designs;['heuristic', 'heuristic'];[4.0, 3.0];no;n;y;;;;;;0;;;
903;web ontology language;uses;communication;['heuristic'];[6.0];no;n;n;;;;;;1;;;
1315;web ontology language;uses;component repository;['heuristic'];[3.0];no;n;y;;;;;;0;;;
1316;web ontology language;uses;component-based software engineering;['heuristic'];[3.0];no;n;n;;;;;;1;;;
993;web ontology language;executes;computation independent model (cim);['heuristic'];[5.0];no;n;n;;;;;;1;;;
844;web ontology language;produces;computation independent model (cim);['heuristic'];[7.0];no;n;y;;;;;;0;;;
1317;web ontology language;supports;computer aided design (cad);['heuristic'];[3.0];no;y;y;;;;;;1;;;
491;web ontology language;is;computer science;['luanyi'];[1];yes;y;y;;;;;;1;;;
762;web ontology language;uses;computer science;['heuristic'];[1];yes;n;y;;;;;;0;;;
1119;web ontology language;provides;context modeling;['heuristic'];[4.0];no;y;y;;;;;;1;;;
622;web ontology language;supports;data exchange;['heuristic'];[3];yes;y;y;;;;;;1;;;
492;web ontology language;provides;data integration;['openie', 'heuristic'];[1, 4];yes;n;y;;;;;;0;;;
904;web ontology language;uses;data integration;['heuristic'];[6.0];no;n;y;;;;;;0;;;
1318;web ontology language;extends;data integration system;['heuristic'];[3.0];no;n;y;;;;;;0;;;
270;web ontology language;base;description logics;['heuristic', 'heuristic'];[35, 48];yes;n;y;;;;;;0;;;
68;web ontology language;is;description logics;['luanyi'];[4];yes;y;n;;;;;;0;;;
288;web ontology language;uses;description logics;['luanyi', 'luanyi'];[10, 8];yes;y;y;;;;;;1;;;
