,s,p,o,source,support
1668,web ontology language,analyzes,propositional logic,heuristic,3
1669,semantic interoperability,uses,web ontology language,heuristic,5
1670,formal models,produces,linked data,heuristic,2
1671,web contents,uses,resource description framework (rdf),heuristic,4
1672,map-reduce,requires,resource description framework (rdf),heuristic,3
1673,semantic web services,is,product design,heuristic,1
1674,web ontology language,queries,optimization,heuristic,1
1675,semantic web services,extends,dialogue,heuristic,1
1676,xml technology,annotates,resource description framework (rdf),heuristic,1
1677,ontology alignment,uses,bayesian networks,heuristic,1
1678,extreme programming,proposes,semantic web services,heuristic,2
1679,search engines,conjunction,ontology alignment,heuristic,1
1680,resource description framework (rdf),supports,information systems,heuristic,1
1681,semantic description,uses,component-based software engineering,heuristic,1
1682,computer systems,includes,linked data,heuristic,4
1683,mobile web,conjunction,linked data,heuristic,1
1684,controlled vocabulary,produces,resource description framework (rdf),heuristic,1
1685,reasoning algorithms,base,resource description framework (rdf),heuristic,1
1686,web ontology language,supports,attribute based access control,heuristic,1
1687,clustering algorithms,conjunction,ontology alignment,heuristic,3
1688,ternary content addressable memories,links,linked data,heuristic,1
1689,ontology-based,defines,web ontology language,heuristic,176
1690,change detection,conjunction,ontology alignment,heuristic,1
1691,email,supports,semantic search engines,heuristic,2
1692,resource description framework (rdf),supports,information filtering,heuristic,1
1693,semantic web services,uses,agent technology,heuristic,7
1694,domain-specific ontologies,provides,semantic description,heuristic,3
1695,resource description framework (rdf),uses,parallelism,heuristic,5
1696,linked data,conjunction,adaptive hypermedia,heuristic,1
1697,resource description framework (rdf),represents,dbpedia,heuristic,6
1698,resource description framework (rdf),proposes,reusability,heuristic,2
1699,web service description,proposes,web ontology language,heuristic,1
1700,ontology alignment,proposes,ontology alignment,heuristic,1
1701,web ontology language,improves,knowledge management,heuristic,2
1702,doherty power amplifier,proposes,semantic description,heuristic,1
1703,semantic search engine,conjunction,semantic web services,heuristic,1
1704,semantic relationships,improves,semantic search engine,heuristic,1
1705,semantic web services,produces,matching algorithm,heuristic,3
1706,services discovery,analyzes,web ontology language,heuristic,2
1707,ontology alignment,proposes,grid environments,heuristic,1
1708,information extraction,supports,linked data,heuristic,3
1709,resource description framework (rdf),maintains,context information,heuristic,2
