,s,p,o,source,support
1730,vocabulary,converts,web ontology language,heuristic,5
1731,linked data,includes,database systems,openie,4
1732,web ontology language,uses,knowledge representation,heuristic,6
1733,web ontology language,includes,semantic web rule languages,openie,50
1734,linked data,improves,sensors,heuristic,1
1735,semantic web rule languages,uses,linked data,heuristic,2
1736,linked data,includes,data visualization,openie,1
1737,service orchestration,conjunction,ontology alignment,heuristic,1
1738,vector space models,conjunction,semantic search engines,heuristic,1
1739,web ontology language,includes,security policies,openie,1
1740,web crawlers,includes,semantic search engine,openie,1
1741,web ontology language,includes,knowledge acquisition,openie,1
1742,wordnet,includes,web ontology language,openie,1
1743,semantic search engine,includes,recommendation systems,openie,1
1744,resource description framework (rdf),supports,wiki,heuristic,2
1745,semantic web services,includes,semantic web technologies,openie,2
1746,visualization,uses,semantic search engine,heuristic,1
1747,semantic search engines,improves,knowledge-sharing,heuristic,2
1748,semantic web technologies,provides,semantic description,heuristic,3
1749,semantic search engines,conjunction,communication,heuristic,1
1750,linked data,includes,question answering systems,openie,2
1751,resource description framework (rdf),includes,data exchange,openie,5
1752,artificial intelligence,includes,semantic search engine,openie,1
1753,semantic descriptions,includes,semantic relationships,openie,1
1754,semantic web services,matches,user query,heuristic,7
1755,semantic similarity measures,is,semantic web services,heuristic,4
1756,semantic search engines,conjunction,semantic web service discovery,heuristic,1
1757,semantic web technologies,proposes,semantic search engine,heuristic,1
1758,formal specifications,base,web ontology language,heuristic,1
1759,resource description framework (rdf),acquires,semantic relationships,heuristic,16
1760,web ontology language,produces,knowledge bases,heuristic,5
1761,natural languages,includes,semantic search engines,heuristic,4
1762,web ontology language,guides,access control,heuristic,4
1763,web ontology language,is,abstract syntax,heuristic,2
1764,web ontology language,includes,ontology modeling,openie,1
1765,resource description framework (rdf),conjunction,programming languages,heuristic,1
1766,knowledge bases,uses,web ontology language,heuristic,9
1767,semantic description,supports,web service composition,heuristic,2
1768,ontology development,uses,web ontology language,heuristic,2
1769,java,selects,semantic web services,heuristic,4
1770,semantic web technologies,provides,semantic descriptions,heuristic,7
1771,information fusion,includes,ontology alignment,openie,1
1772,ontology alignment,conjunction,service orchestration,heuristic,1
1773,natural language understanding,conjunction,semantic search engines,heuristic,2
1774,wordnet,includes,semantic search engines,openie,1
1775,automation,is,semantic description,heuristic,3
1776,service compositions,includes,ontology alignment,openie,3
1777,resource description framework (rdf),uses,cloud computing,heuristic,7
1778,web ontology language,produces,security policies,heuristic,2
1779,web ontology language,supports,information integration,heuristic,1
1780,ontology alignment,proposes,clustering algorithms,heuristic,3
1781,resource description framework (rdf),improves,query execution,heuristic,2
1782,stock exchange,base,linked data,heuristic,3
1783,resource description framework (rdf),supports,access control,heuristic,3
1784,mobile terminals,links,linked data,heuristic,1
1785,dublin core,learns,web ontology language,heuristic,3
1786,ontology building,conjunction,ontology alignment,heuristic,2
1787,semantic web services,conjunction,shape optimization,heuristic,1
1788,web ontology language,analyzes,bayesian approaches,heuristic,1
1789,linked data,represents,sharing knowledge,heuristic,3
1790,ontology alignment,includes,ontology alignment,openie,28
1791,user interfaces,includes,semantic search engine,openie,1
1792,user experience,proposes,resource description framework (rdf),heuristic,2
1793,digital contents,provides,semantic search engines,heuristic,1
1794,resource description framework (rdf),uses,web applications,heuristic,9
1795,web ontology language,is,ontology modeling,heuristic,1
1796,web ontology language,defines,verification,heuristic,1
1797,linked data,acquires,points of interest,heuristic,1
1798,semantic description,uses,web ontology language,openie,1
1799,automatic image annotation,includes,semantic search engines,openie,1
1800,web ontology language,includes,object constraint language,openie,1
1801,semantic relationships,selects,ontology alignment,heuristic,5
1802,interactive visualizations,includes,ontology alignment,openie,2
1803,ontology alignment,uses,semantic relationships,heuristic,1
1804,computer science,links,linked data,heuristic,1
1805,linked data,includes,digital contents,openie,1
1806,linked data,provides,probability,heuristic,2
1807,component-based software engineering,is,web ontology language,heuristic,3
1808,ontology alignment,is,semantic web technologies,heuristic,32
1809,semantic description,supports,mass customization,heuristic,2
1810,semantic web services,conjunction,multi-agents,heuristic,1
1811,semantic web services,provides,automation,openie,4
1812,content management systems,uses,semantic web services,heuristic,2
1813,ontology construction,conjunction,ontology alignment,heuristic,1
1814,semantic descriptions,provides,ontology-based,heuristic,3
1815,electronic commerce,requires,ontology alignment,heuristic,5
1816,component-based software engineering,produces,linked data,heuristic,8
1817,knowledge representation,uses,web ontology language,openie,1
1818,bayesian classification,classify,semantic web services,heuristic,1
1819,semantic search engines,conjunction,ontology learning,heuristic,2
1820,wordnet,matches,ontology alignment,heuristic,5
1821,semantic web services,conjunction,semantic search engines,heuristic,1
1822,web ontology language,proposes,knowledge-sharing,heuristic,4
1823,web ontology language,supports,search engines,heuristic,1
1824,curriculum,converts,ontology alignment,heuristic,1
1825,reference architectures,improves,semantic description,heuristic,3
1826,ontology alignment,includes,ontology learning,openie,2
1827,linked data,includes,knowledge discovery,openie,4
1828,internet,uses,semantic descriptions,heuristic,1
1829,semantic search engines,uses,relational data models,heuristic,1
1830,semantic descriptions,uses,semantic web technologies,heuristic,3
1831,virtual organizations,includes,semantic web services,openie,1
1832,semantic web services,includes,semantic web services,openie,19
1833,automatic image annotation,supports,semantic search engines,heuristic,1
1834,linked data,provides,natural language interfaces,heuristic,2
1835,web ontology language,includes,online courses,heuristic,2
1836,reference architectures,includes,semantic web services,openie,1
1837,caching,includes,web ontology language,openie,1
1838,web ontology language,uses,collaborative designs,heuristic,4
1839,resource description framework (rdf),conjunction,xml schemas,heuristic,1
1840,faculty,proposes,resource description framework (rdf),heuristic,2
1841,semantic description,includes,ontology-based,openie,2
1842,linked data,produces,query rewritings,heuristic,4
1843,semantic web services,produces,automatic composition,openie,1
1844,semantic web rule languages,automates,semantic web services,heuristic,2
1845,ontology alignment,includes,natural language processing systems,openie,1
1846,semantic web services,provides,software agents,heuristic,17
1847,ontology alignment,proposes,semantic web technologies,heuristic,4
1848,semantic web services,uses,ontology language,heuristic,5
1849,ontology technology,analyzes,semantic description,heuristic,1
1850,resource description framework (rdf),supports,data integration,heuristic,2
1851,web ontology language,includes,vocabulary,openie,2
1852,semantic web services,proposes,semantic web service discovery,heuristic,12
1853,web 2.0,includes,semantic web services,openie,4
1854,semantic search engines,base,linked open data,heuristic,3
1855,ontology merging,conjunction,ontology alignment,heuristic,1
1856,resource description framework (rdf),provides,linked open data,heuristic,10
1857,relational database systems,includes,linked data,openie,3
1858,resource description framework (rdf),includes,semantic web technologies,openie,1
1859,semantic search engines,uses,map-reduce,heuristic,1
1860,spatial data infrastructure,conjunction,linked data,heuristic,1
1861,data integration,proposes,semantic search engines,heuristic,2
1862,semantic web technologies,supports,resource description framework (rdf),openie,1
1863,linked data,analyzes,semantic data,heuristic,5
1864,resource description framework (rdf),supports,social webs,heuristic,1
1865,ontology alignment,includes,query processing,openie,1
1866,information integration,conjunction,ontology alignment,heuristic,1
1867,ontology alignment,includes,semantic heterogeneity,openie,3
1868,semantic web services,base,programming languages,heuristic,1
1869,web applications,base,semantic search engines,heuristic,3
1870,ontology alignment,uses,argumentation,heuristic,1
1871,communication networks,uses,ontology alignment,heuristic,2
1872,linked data,includes,semantic distance,openie,1
1873,computer science,is,semantic search engines,heuristic,1
1874,semantic web technologies,includes,semantic web services,openie,36
1875,semantic search engines,includes,semantic metadata,openie,1
1876,linked data,selects,web contents,heuristic,3
1877,clustering algorithms,includes,semantic search engines,openie,1
1878,web ontology language,provides,semantic web technologies,heuristic,114
1879,network management,includes,semantic web services,openie,1
1880,description logics,includes,web ontology language,openie,14
1881,resource description framework (rdf),converts,relational database systems,heuristic,2
1882,resource description framework (rdf),includes,programming languages,openie,1
1883,web ontology language,uses,knowledge acquisition,heuristic,2
1884,linked data,includes,world wide web,openie,3
1885,knowledge discovery,supports,ontology alignment,heuristic,3
1886,resource description framework (rdf),improves,libraries,heuristic,9
1887,web ontology language,limits,product design,heuristic,2
1888,linked data,conjunction,clustering algorithms,heuristic,1
1889,particle swarm optimization algorithms,includes,ontology alignment,openie,1
1890,ontology alignment,improves,web services discovery,heuristic,3
1891,web ontology language,includes,semantic search engines,openie,1
1892,ontology alignment,provides,collaborative designs,heuristic,1
1893,resource description framework (rdf),uses,business process execution language,heuristic,1
1894,web ontology language,includes,semantic web technologies,openie,9
1895,linked data,provides,digital contents,heuristic,2
1896,semantic web services,uses,semantic web technologies,heuristic,3
1897,semantic web services,extends,information technology,heuristic,4
1898,ontology alignment,is,equivalence relations,heuristic,2
1899,web ontology language,supports,reasoning algorithms,openie,1
1900,semantic search engine,proposes,search engines,heuristic,16
1901,semantic search engines,conjunction,semantic web services,heuristic,1
1902,java,provides,resource description framework (rdf),heuristic,4
1903,ontology alignment,matches,libraries,heuristic,1
1904,knowledge management,uses,web ontology language,heuristic,1
1905,resource description framework (rdf),includes,web contents,openie,1
1906,recommender systems,produces,semantic web services,heuristic,1
1907,description logics,provides,web ontology language,heuristic,22
1908,resource description framework (rdf),includes,knowledge representation and reasoning,openie,1
1909,web contents,conjunction,web ontology language,heuristic,1
1910,distributed applications,is,semantic description,heuristic,4
1911,semantic search engines,includes,recommendation,openie,1
1912,semantic description,conjunction,data security,heuristic,2
1913,resource description framework (rdf),acquires,domain knowledge,heuristic,10
1914,semantic similarity measures,is,ontology alignment,heuristic,4
1915,semantic relationships,includes,semantic search engine,heuristic,1
1916,index structure,provides,resource description framework (rdf),heuristic,3
1917,hierarchical structures,uses,resource description framework (rdf),heuristic,1
1918,web ontology language,includes,relational database systems,openie,3
1919,domain-specific ontologies,includes,semantic search engines,openie,4
1920,semantic search engines,combines,ontology evolution,heuristic,1
1921,ontology alignment,matches,ontology evolution,heuristic,6
1922,service ontology,analyzes,web ontology language,heuristic,2
1923,semantic search engines,conjunction,image search,heuristic,1
1924,controlled natural language,includes,ontology alignment,openie,1
1925,sensors,uses,web ontology language,heuristic,4
1926,resource description framework (rdf),uses,investments,heuristic,1
1927,web ontology language,includes,knowledge bases,openie,1
1928,ontology alignment,acquires,database systems,heuristic,3
1929,web ontology language,is,authorization,heuristic,3
1930,answer set programming,includes,web ontology language,openie,1
1931,web ontology language,conjunction,web contents,heuristic,1
1932,ontology construction,supports,resource description framework (rdf),heuristic,4
1933,semantic web services,includes,web services discovery,openie,6
1934,web-mining,includes,semantic search engines,openie,1
1935,ontology alignment,produces,product design,heuristic,4
1936,resource description framework (rdf),is,world wide web,heuristic,11
1937,semantic relationships,conjunction,semantic descriptions,heuristic,1
1938,web ontology language,represents,ontology construction,heuristic,6
1939,business processes,uses,semantic web services,heuristic,7
1940,argumentation,produces,semantic description,heuristic,1
1941,semantic description,proposes,linked data,heuristic,4
1942,ontology alignment,includes,ontology alignment,openie,2
1943,linked data,includes,ontology construction,openie,1
1944,resource description framework (rdf),includes,world wide web,openie,1
1945,semantic search engine,conjunction,linked open data,heuristic,1
1946,linked data,includes,data sparsity,openie,1
1947,semantic web technologies,includes,web ontology language,heuristic,4
1948,xquery,provides,resource description framework (rdf),heuristic,2
1949,semantic web services,includes,recommender systems,openie,1
1950,ontology alignment,includes,modeling languages,openie,1
1951,web 2.0,conjunction,ontology alignment,heuristic,1
1952,semantic search engines,uses,resource description framework (rdf),openie,1
1953,ontology alignment,conjunction,ontology construction,heuristic,1
1954,semantic search engines,includes,image search,openie,1
1955,semantic search engines,selects,mining association rules,heuristic,3
1956,resource description framework (rdf),includes,description logics,openie,6
1957,ontology alignment,includes,semantic relationships,openie,1
1958,image annotation,conjunction,semantic web services,heuristic,1
1959,ontology integration,provides,semantic web services,heuristic,3
1960,ontology alignment,matches,information retrieval,heuristic,4
1961,sparql,includes,semantic web services,openie,1
1962,linked data,proposes,extreme programming,heuristic,2
1963,semantic description,conjunction,automatic composition,heuristic,1
1964,cloud computing,conjunction,semantic web services,heuristic,1
1965,web contents,affects,resource description framework (rdf),heuristic,12
1966,ontology alignment,is,knowledge representation,heuristic,1
1967,web ontology language,uses,ontology development,heuristic,1
1968,z,includes,web ontology language,openie,1
1969,data exchange,provides,resource description framework (rdf),heuristic,4
1970,semantic web services,provides,reasoning algorithms,heuristic,17
1971,web ontology language,supports,probability,heuristic,2
1972,natural language processing systems,includes,ontology alignment,openie,4
1973,ontology evaluation,conjunction,ontology alignment,heuristic,1
1974,product design,produces,resource description framework (rdf),heuristic,1
1975,classification performances,uses,resource description framework (rdf),heuristic,1
1976,information retrieval,includes,ontology alignment,openie,2
1977,natural languages,conjunction,resource description framework (rdf),heuristic,1
1978,linked data,supports,parsing algorithm,openie,1
1979,semantic description,analyzes,engine,heuristic,3
1980,resource description framework (rdf),base,java,heuristic,6
1981,semantic web services,includes,software development life cycle,openie,1
1982,search engines,base,resource description framework (rdf),heuristic,3
1983,recommender systems,links,linked data,heuristic,5
1984,ontology alignment,provides,ontology building,heuristic,3
1985,extensible markup language,includes,web ontology language,openie,4
1986,web information,is,semantic description,heuristic,1
1987,fuzzy description logic,extends,web ontology language,heuristic,6
1988,ontology alignment,includes,query rewritings,openie,1
1989,natural languages,requires,linked data,heuristic,1
1990,communication,includes,semantic web services,openie,1
1991,knowledge bases,includes,semantic search engine,openie,1
1992,software agents,includes,semantic description,openie,1
1993,domain-specific ontologies,supports,linked data,heuristic,8
1994,web ontology language,includes,inference,openie,3
1995,linked data,conjunction,semantic similarity measures,heuristic,1
1996,vocabulary,converts,web ontology language,heuristic,8
1997,component-based software engineering,proposes,resource description framework (rdf),heuristic,1
1998,semantic description,uses,knowledge-sharing,heuristic,1
1999,ontology-based,uses,resource description framework (rdf),openie,1
2000,semantic web services,includes,web engineering,openie,1
2001,data exchange,queries,web ontology language,heuristic,3
2002,ontology alignment,uses,domain knowledge,heuristic,5
2003,ontology-based,includes,semantic description,openie,4
2004,resource description framework (rdf),visualizes,user interfaces,heuristic,1
2005,semantic web services,includes,semantic heterogeneity,openie,1
2006,semantic web services,uses,collaborative filtering algorithms,heuristic,1
2007,rough sets theory,includes,ontology alignment,openie,1
2008,linked data,includes,information extraction,openie,1
2009,information retrieval,is,semantic search engine,heuristic,6
2010,semantic web technologies,provides,linked data,heuristic,136
2011,linked data,uses,software design patterns,heuristic,1
2012,semantic web services,conjunction,agent-based,heuristic,1
2013,semantic web services,includes,telecommunications industry,openie,2
2014,linked data,includes,data management,openie,1
2015,linked data,includes,cloud computing,openie,2
2016,semantic description,includes,web contents,openie,1
2017,semantic search engines,includes,interactive visualizations,openie,1
2018,semantic web technologies,includes,semantic search engines,openie,7
2019,xml schemas,includes,web ontology language,openie,10
2020,phonology,includes,semantic search engines,openie,1
2021,interactive visualizations,supports,ontology alignment,heuristic,2
2022,intranets,includes,semantic web services,openie,1
2023,data exchange,provides,linked data,heuristic,1
2024,ontology alignment,analyzes,document similarity,heuristic,2
2025,linked data,conjunction,text mining,heuristic,1
2026,web ontology language,base,modeling languages,heuristic,1
2027,cloud computing,includes,semantic web services,openie,1
2028,fuzzy logics,includes,web ontology language,openie,1
2029,resource description framework (rdf),provides,semantic interoperability,heuristic,2
2030,visualization,supports,ontology alignment,heuristic,4
2031,resource description framework (rdf),selects,web data mining,heuristic,2
2032,fuzzy ontology,converts,web ontology language,heuristic,2
2033,parallelism,limits,linked data,heuristic,2
2034,linked data,proposes,knowledge management systems,heuristic,3
2035,web ontology language,limits,answering queries,heuristic,2
2036,database systems,includes,web ontology language,openie,1
2037,ontology alignment,conjunction,service compositions,heuristic,3
2038,web ontology language,improves,query processing,heuristic,2
2039,semantic descriptions,includes,content management systems,openie,1
2040,programming models,includes,semantic web services,openie,1
2041,resource description framework (rdf),defines,distributed systems,heuristic,3
2042,resource description framework (rdf),includes,semantic web technologies,openie,9
2043,semantic description,includes,affective computing,openie,1
2044,vocabulary,proposes,linked data,heuristic,23
2045,sentence similarity,includes,ontology alignment,openie,2
2046,web ontology language,proposes,semantic relationships,heuristic,2
2047,open source software,includes,semantic web services,openie,1
2048,social networks,is,semantic search engines,heuristic,1
2049,resource description framework (rdf),analyzes,distributed query processing,heuristic,2
2050,semantic web services,maintains,data mining,heuristic,1
2051,mobile applications,uses,semantic description,heuristic,1
2052,logistics,represents,semantic web services,heuristic,2
2053,testing and debugging,includes,ontology alignment,openie,1
2054,clustering algorithms,analyzes,ontology alignment,heuristic,2
2055,semantic web services,proposes,ontology alignment,heuristic,10
2056,resource description framework (rdf),conjunction,intelligent agents,heuristic,1
2057,linked data,includes,semantic data,openie,1
2058,semantic web services,requires,domain-specific ontologies,heuristic,4
2059,libraries,produces,web ontology language,heuristic,2
2060,social networks,publishes,resource description framework (rdf),heuristic,2
2061,resource description framework (rdf),represents,user query,heuristic,2
2062,zig-bee,includes,web ontology language,openie,1
2063,facebook,publishes,resource description framework (rdf),heuristic,1
2064,virtual laboratories,uses,semantic web services,heuristic,1
2065,ontology alignment,includes,semantic web technologies,openie,3
2066,evolutionary algorithms,includes,semantic web services,openie,1
2067,machine learning techniques,conjunction,semantic search engines,heuristic,1
2068,semantic relationships,includes,ontology alignment,openie,1
2069,spatial databases,includes,semantic description,openie,1
2070,knowledge management,conjunction,semantic search engines,heuristic,1
2071,grid services,includes,semantic web services,openie,1
2072,ajax,conjunction,resource description framework (rdf),heuristic,2
2073,planning algorithms,includes,semantic web services,openie,1
2074,web ontology language,uses,wordnet,heuristic,4
2075,embedded,uses,semantic search engine,heuristic,1
2076,semantic search engines,includes,user navigation,openie,1
2077,user profiling,includes,semantic search engines,openie,1
2078,linked data,conjunction,on-line learning,heuristic,1
2079,semantic web services,analyzes,formal ontology,heuristic,1
2080,matching algorithm,base,semantic description,heuristic,2
2081,web ontology language,proposes,reusability,heuristic,2
2082,collaborative designs,uses,web ontology language,heuristic,1
2083,speech recognition,base,semantic search engines,heuristic,12
2084,linked data,includes,software development life cycle,openie,1
2085,agent technology,includes,semantic web services,openie,2
2086,web ontology language,includes,ontology language,openie,36
2087,database systems,proposes,web ontology language,heuristic,2
2088,blogs,includes,ontology alignment,openie,1
2089,user profiles,conjunction,semantic web services,heuristic,1
2090,natural languages,includes,ontology alignment,openie,1
2091,resource description framework (rdf),represents,web information,heuristic,1
2092,ontology alignment,conjunction,information fusion,heuristic,1
2093,semantic web technologies,includes,resource description framework (rdf),heuristic,7
2094,semantic search engine,acquires,component-based software engineering,heuristic,4
2095,resource description framework (rdf),includes,dbpedia,openie,2
2096,semantic search engines,produces,sparql,heuristic,2
2097,semantic web technologies,supports,linked data,heuristic,14
2098,web crawlers,is,semantic search engine,heuristic,1
2099,web applications,produces,semantic web services,heuristic,8
2100,resource description framework (rdf),defines,xml schemas,heuristic,13
2101,linked data,conjunction,dialogue,heuristic,1
2102,linked data,guides,on-line analytical processing,heuristic,2
2103,spatial data infrastructure,includes,semantic search engines,openie,1
2104,resource description framework (rdf),conjunction,ajax,heuristic,2
2105,ontology alignment,is,communication,heuristic,7
2106,ontology alignment,is,web applications,heuristic,6
2107,semantic search engines,is,component-based software engineering,openie,1
2108,resource description framework (rdf),converts,relational database systems,heuristic,36
2109,web ontology language,is,ontology language,openie,1
2110,ontology alignment,includes,ontology merging,openie,4
2111,linked open data,includes,semantic web services,openie,3
2112,representational state transfer,includes,web ontology language,openie,1
2113,ontology merging,conjunction,ontology alignment,heuristic,2
2114,xml schemas,provides,web ontology language,heuristic,9
2115,recommendation,uses,ontology alignment,heuristic,3
2116,dublin core,includes,web ontology language,openie,2
2117,ontology alignment,conjunction,automatic classification,heuristic,1
2118,semantic web technologies,includes,semantic descriptions,openie,3
2119,semantic search engines,includes,speech recognition,openie,5
2120,ontology alignment,includes,intelligent agents,openie,1
2121,controlled vocabulary,conjunction,linked data,heuristic,7
2122,ontology construction,includes,ontology alignment,openie,2
2123,linked data,conjunction,data mining process,heuristic,1
2124,web ontology language,represents,knowledge management,heuristic,4
2125,semantic search engines,includes,document classification,openie,1
2126,automatic composition,proposes,semantic web services,heuristic,8
2127,resource description framework (rdf),supports,information integration,heuristic,1
2128,resource description framework (rdf),provides,semantic data,heuristic,5
2129,ontology-based,defines,semantic web services,heuristic,119
2130,linked data,conjunction,web 2.0,heuristic,3
2131,ontology alignment,includes,schema mappings,openie,2
2132,mashup,requires,linked data,heuristic,3
2133,resource description framework (rdf),improves,knowledge exchange,heuristic,1
2134,services discovery,is,semantic web services,heuristic,1
2135,web contents,is,semantic search engine,heuristic,1
2136,data integration,includes,semantic search engines,openie,2
2137,libraries,base,ontology alignment,heuristic,1
2138,web ontology language,proposes,machining,heuristic,1
2139,machine vision systems,is,semantic web services,heuristic,1
2140,artificial intelligence,conjunction,semantic search engines,heuristic,2
2141,domain-specific ontologies,uses,web ontology language,openie,1
2142,semantic web technologies,uses,web ontology language,heuristic,7
2143,resource description framework (rdf),is,dublin core,heuristic,1
2144,visualization,includes,semantic search engines,openie,1
2145,ontology alignment,provides,data integration,heuristic,5
2146,search engines,provides,semantic search engines,heuristic,19
2147,semantic description,produces,formal specifications,heuristic,1
2148,semantic web services,includes,semantic relationships,openie,5
2149,semantic search engines,improves,semantic search engines,heuristic,2
2150,natural language understanding,includes,semantic search engines,openie,2
2151,web contents,provides,semantic search engines,heuristic,1
2152,ontology language,base,resource description framework (rdf),heuristic,3
2153,web ontology language,combines,semantic web rule languages,heuristic,7
2154,domain-specific ontologies,supports,semantic search engines,heuristic,5
2155,linked data,selects,clustering algorithms,heuristic,2
2156,automatic composition,conjunction,semantic description,heuristic,1
2157,semantic web services,supports,automated reasoning,openie,2
2158,web ontology language,includes,semantic web services,openie,5
2159,on-line learning,conjunction,linked data,heuristic,1
2160,ontology alignment,maintains,evaluation system,heuristic,1
2161,enterprise architecture,uses,resource description framework (rdf),openie,1
2162,resource description framework (rdf),produces,knowledge bases,heuristic,15
2163,semantic relationships,selects,semantic description,heuristic,1
2164,resource description framework (rdf),acquires,domain knowledge,heuristic,9
2165,semantic search engines,includes,recommender systems,openie,1
2166,storage systems,produces,linked data,heuristic,1
2167,semantic description,proposes,distributed applications,heuristic,2
2168,web ontology language,includes,fuzzy logics,heuristic,2
2169,linked data,provides,semantic web technologies,heuristic,136
2170,knowledge acquisition,conjunction,ontology alignment,heuristic,2
2171,resource description framework (rdf),represents,location information,heuristic,1
2172,web contents,provides,semantic descriptions,heuristic,2
2173,web ontology language,recommends,semantic relationships,heuristic,2
2174,semantic web services,converts,semantic web services,heuristic,19
2175,dialogue,conjunction,linked data,heuristic,1
2176,knowledge bases,conjunction,semantic web services,heuristic,1
2177,context information,acquires,resource description framework (rdf),heuristic,1
2178,activity recognition,uses,resource description framework (rdf),heuristic,1
2179,resource description framework (rdf),produces,mobile,heuristic,4
2180,semantic search engine,includes,semantic relationships,openie,1
2181,linked data,requires,web development,heuristic,1
2182,semantic web services,requires,distributed computing environment,heuristic,1
2183,ontology construction,includes,web ontology language,openie,1
2184,domain-specific ontologies,acquires,ontology alignment,heuristic,4
2185,resource description framework (rdf),includes,linked data,openie,3
2186,resource description framework (rdf),classify,pattern,heuristic,2
2187,resource description framework (rdf),supports,routing algorithms,heuristic,1
2188,semantic web services,requires,privacy,openie,1
2189,services selection,is,semantic web services,heuristic,2
2190,semantic search engines,conjunction,natural language understanding,heuristic,2
2191,semantic web services,includes,text mining,openie,1
2192,natural language processing systems,includes,resource description framework (rdf),openie,1
2193,linked data,uses,knowledge representation,heuristic,2
2194,linked data,supports,inference,heuristic,1
2195,linked data,supports,information systems,heuristic,2
2196,semantic web services,includes,web services discovery,openie,1
2197,web ontology language,proposes,cloud services,heuristic,3
2198,ontology alignment,conjunction,web 2.0,heuristic,1
2199,knowledge discovery,conjunction,semantic search engines,heuristic,2
2200,semantic relationships,includes,semantic description,openie,1
2201,ontology alignment,includes,ontology alignment,openie,7
2202,knowledge bases,contributes,semantic search engines,heuristic,6
2203,web ontology language,is,recommendation,openie,1
2204,semantic search engines,is,internet,heuristic,4
2205,web servers,provides,resource description framework (rdf),heuristic,1
2206,ontology alignment,includes,ontology-based,openie,3
2207,natural language processing systems,includes,semantic search engines,openie,2
2208,xml schemas,includes,web ontology language,openie,2
2209,web ontology language,proposes,uml models,heuristic,3
2210,ontology alignment,includes,social networks,openie,1
2211,semantic search engines,includes,keyword search,openie,3
2212,semantic search engines,conjunction,visualization,heuristic,1
2213,ontology alignment,improves,ajax,heuristic,1
2214,semantic web services,includes,reasoning algorithms,openie,2
2215,ontology alignment,includes,semantic interoperability,openie,5
2216,linked data,produces,named entity recognition,heuristic,3
2217,ontology alignment,includes,question answering systems,openie,1
2218,uml models,visualizes,web ontology language,heuristic,9
2219,wiki,provides,semantic search engines,openie,1
2220,semantic web services,base,text clustering,heuristic,1
2221,ontology construction,proposes,ontology alignment,heuristic,2
2222,web ontology language,represents,knowledge bases,heuristic,6
2223,modeling languages,includes,semantic web services,openie,2
2224,semantic description,provides,web ontology language,heuristic,3
2225,web ontology language,provides,ontology alignment,heuristic,5
2226,semantic web technologies,includes,semantic web services,heuristic,2
2227,business process execution language,includes,semantic web services,openie,5
2228,query expansion,acquires,linked data,heuristic,1
2229,machine translation systems,includes,semantic search engines,openie,1
2230,knowledge-sharing,proposes,web ontology language,heuristic,2
2231,data mining process,conjunction,linked data,heuristic,1
2232,semantic web services,base,resource description framework (rdf),heuristic,1
2233,semantic search engines,is,natural language processing systems,heuristic,3
2234,resource description framework (rdf),includes,semantic web services,openie,1
2235,resource description framework (rdf),includes,web searches,openie,1
2236,ontology alignment,uses,reasoning algorithms,heuristic,6
2237,web ontology language,matches,relational data models,heuristic,3
2238,engineering,includes,ontology alignment,heuristic,1
2239,semantic web technologies,provides,semantic search engines,heuristic,18
2240,web ontology language,includes,information retrieval,openie,1
2241,resource description framework (rdf),represents,index structure,heuristic,4
2242,open source software,converts,linked data,heuristic,3
2243,ontology alignment,analyzes,regularization,heuristic,2
2244,ontology alignment,conjunction,schema matching,heuristic,3
2245,information visualization,provides,ontology alignment,heuristic,1
2246,ontology alignment,includes,domain-specific ontologies,openie,1
2247,linked data,includes,semantic web technologies,openie,24
2248,resource description framework (rdf),uses,computer science,heuristic,1
2249,semantic description,includes,software agents,openie,1
2250,formal models,uses,semantic web services,heuristic,6
2251,sentence similarity,conjunction,ontology alignment,heuristic,2
2252,ontology alignment,conjunction,text mining,heuristic,1
2253,domain-specific ontologies,includes,linked data,openie,1
2254,resource description framework (rdf),includes,context information,openie,1
2255,knowledge bases,proposes,web ontology language,heuristic,4
2256,linked data,improves,distributed query processing,heuristic,1
2257,web ontology language,includes,sparql,openie,35
2258,semantic description,base,description logics,heuristic,3
2259,soccer video,base,semantic search engines,heuristic,1
2260,on-line analytical processing,proposes,linked data,heuristic,2
2261,ajax,includes,linked data,openie,1
2262,linked data,represents,ternary content addressable memories,heuristic,1
2263,semantic search engines,selects,undirected graph,heuristic,3
2264,linked data,analyzes,semantic web technologies,heuristic,10
2265,semantic web services,is,world wide web,heuristic,1
2266,query expansion,includes,ontology alignment,openie,2
2267,knowledge representation,includes,ontology alignment,openie,1
2268,java,produces,ontology alignment,heuristic,1
2269,web ontology language,includes,web ontology language,openie,18
2270,linked data,converts,vocabulary,heuristic,9
2271,schema matching,includes,ontology alignment,openie,4
2272,resource description framework (rdf),provides,abstract syntax,heuristic,1
2273,reasoning algorithms,improves,linked data,heuristic,6
2274,mobile learning,extends,semantic web services,heuristic,2
2275,semantic web services,supports,services selection,heuristic,1
2276,semantic web technologies,includes,ontology alignment,openie,10
2277,linked data,includes,mobile devices,openie,1
2278,query processing,is,resource description framework (rdf),heuristic,2
2279,resource description framework (rdf),uses,document classification,heuristic,1
2280,natural languages,produces,ontology alignment,heuristic,2
2281,domain knowledge,base,resource description framework (rdf),heuristic,1
2282,semantic search engines,uses,automatic image annotation,heuristic,1
2283,semantic web technologies,includes,semantic search engines,openie,4
2284,relational database systems,is,linked data,heuristic,2
2285,learning objects,interacts,resource description framework (rdf),heuristic,2
