,s,p,o,source,support
2114,linked data,includes,data streams,openie,1
2115,linked data,includes,dbpedia,openie,4
2116,ontology-based,includes,ontology alignment,openie,3
2117,ontology alignment,includes,semantic heterogeneity,openie,3
2118,web ontology language,includes,coloured petri nets,openie,1
2119,distributed ledgers,includes,linked data,openie,1
2120,linked data,includes,artificial intelligence,openie,1
2121,reasoning algorithms,includes,semantic search engines,openie,1
2122,anomaly detection,includes,semantic search engines,openie,1
2123,dbpedia,includes,linked data,openie,1
2124,linked data,includes,mobile services,openie,1
2125,web ontology language,includes,semantic web services,openie,5
2126,graphical models,includes,semantic descriptions,openie,2
2127,resource description framework (rdf),includes,web ontology language,openie,35
2128,semantic web services,includes,web service description,openie,8
2129,semantic web technologies,includes,semantic web services,openie,19
2130,semantic web services,includes,web services discovery,openie,6
2131,semantic web technologies,includes,semantic web services,openie,36
2132,web ontology language,includes,resource description framework (rdf),openie,7
2133,business process execution language,includes,semantic web services,openie,5
2134,semantic web services,includes,semantic web services,openie,19
2135,semantic relationships,includes,semantic web services,openie,8
2136,semantic web services,includes,computer science,openie,1
2137,semantic web services,includes,intelligent agents,openie,2
2138,semantic web technologies,includes,semantic search engines,openie,5
2139,semantic web technologies,includes,ontology alignment,openie,1
2140,semantic wikis,includes,semantic search engines,openie,1
2141,semantic wikis,includes,ontology alignment,openie,1
2142,ontology-based,includes,semantic web services,openie,39
2143,resource description framework (rdf),includes,semantic web services,openie,1
2144,semantic web technologies,includes,semantic search engines,openie,4
2145,search engines,includes,semantic web services,openie,1
2146,semantic web technologies,includes,semantic search engine,openie,3
2147,semantic search engine,includes,web service composition,openie,1
2148,semantic search engine,includes,social networks,openie,2
2149,semantic search engine,includes,relation extraction,openie,1
2150,semantic search engine,includes,semantic web technologies,openie,4
2151,semantic web services,includes,collaborative tagging,openie,1
2152,on-line communities,includes,semantic web services,openie,1
2153,semantic interoperability,includes,semantic web services,openie,3
2154,software agents,includes,semantic web services,openie,5
2155,semantic web services,includes,semantic web service discovery,openie,4
2156,semantic description,includes,semantic web services,openie,7
2157,ontology alignment,includes,semantic web service discovery,openie,2
2158,ontology alignment,includes,web services discovery,openie,1
2159,web ontology language,includes,semantic web technologies,openie,10
2160,resource description framework (rdf),includes,semantic web technologies,openie,9
2161,semantic web services,includes,telecommunications industry,openie,2
2162,semantic web services,includes,semantic description,openie,2
2163,petri nets,includes,semantic web services,openie,4
2164,semantic search engine,includes,web contents,openie,2
2165,web contents,includes,web ontology language,openie,1
2166,semantic web services,includes,semantic web technologies,openie,3
2167,uml profiles,includes,semantic web services,openie,3
2168,ontology alignment,includes,semantic web services,openie,2
2169,ontology learning,includes,semantic descriptions,openie,1
2170,ontology learning,includes,ontology alignment,openie,2
2171,ontology alignment,includes,semantic descriptions,openie,2
2172,ontology alignment,includes,ontology evolution,openie,3
2173,ontology evolution,includes,semantic descriptions,openie,2
2174,electronic commerce,includes,semantic web services,openie,4
2175,web ontology language,includes,semantic description,openie,2
2176,web ontology language,includes,web ontology language,openie,1
2177,web ontology language,includes,semantic description,openie,2
2178,semantic web services,includes,domain knowledge,openie,1
2179,semantic description,includes,domain knowledge,openie,1
2180,description logics,includes,semantic web services,openie,6
2181,planning algorithms,includes,semantic web services,openie,1
2182,software agents,includes,semantic description,openie,1
2183,semantic web services,includes,semantic web technologies,openie,2
2184,distributed architectures,includes,semantic web services,openie,1
2185,digital libraries,includes,semantic web services,openie,2
2186,semantic web services,includes,digital libraries,openie,1
2187,ontology integration,includes,semantic web services,openie,3
2188,web ontology language,includes,semantic web technologies,openie,44
2189,database management,includes,semantic web services,openie,1
2190,domain-specific ontologies,includes,semantic web services,openie,6
2191,resource description framework (rdf),includes,intelligent agents,openie,1
2192,semantic description,includes,ontology-based,openie,2
2193,reference architectures,includes,semantic web services,openie,1
2194,semantic web services,includes,web applications,openie,5
2195,semantic web services,includes,reasoning algorithms,openie,2
2196,semantic web services,includes,information retrieval,openie,1
2197,semantic relationships,includes,semantic web services,openie,4
2198,web ontology language,includes,coloured petri nets,openie,1
2199,semantic web services,includes,semantic relationships,openie,5
2200,semantic web service discovery,includes,semantic search engines,openie,1
2201,semantic web technologies,includes,linked data,openie,2
2202,semantic web technologies,includes,web ontology language,openie,1
2203,semantic web services,includes,ontology alignment,openie,2
2204,semantic web services,includes,social networks,openie,6
2205,ontology alignment,includes,social networks,openie,1
2206,blogs,includes,ontology alignment,openie,1
2207,ontology alignment,includes,ontology merging,openie,2
2208,linked data,includes,semantic web technologies,openie,24
2209,bayesian classification,includes,semantic web services,openie,1
2210,knowledge representation,includes,semantic web services,openie,1
2211,semantic web technologies,includes,semantic description,openie,1
2212,ontology alignment,includes,semantic web technologies,openie,1
2213,ontology language,includes,semantic web services,openie,1
2214,semantic web services,includes,knowledge-sharing,openie,1
2215,intranets,includes,semantic web services,openie,1
2216,ontology evaluation,includes,ontology alignment,openie,1
2217,semantic description,includes,semantic relationships,openie,1
2218,cognitive science,includes,ontology alignment,openie,1
2219,semantic distance,includes,semantic web services,openie,2
2220,semantic concept,includes,semantic web services,openie,1
2221,rule engine,includes,semantic web services,openie,2
2222,intelligent software agent,includes,semantic web services,openie,1
2223,semantic web services,includes,ontology construction,openie,1
2224,ontology alignment,includes,semantic web technologies,openie,2
2225,resource description framework (rdf),includes,semantic web technologies,openie,17
2226,web ontology language,includes,semantic web technologies,openie,9
2227,ontology alignment,includes,text mining,openie,2
2228,semantic web services,includes,text mining,openie,1
2229,ontology alignment,includes,semantic web technologies,openie,1
2230,ontology alignment,includes,engineering,openie,2
2231,ontology alignment,includes,learning,openie,2
2232,ontology alignment,includes,semantic relationships,openie,3
2233,semantic web services,includes,blogging,openie,2
2234,digital libraries,includes,semantic description,openie,1
2235,ontology alignment,includes,ontology alignment,openie,2
2236,ontology alignment,includes,ontology alignment,openie,2
2237,ontology alignment,includes,ontology alignment,openie,2
2238,data integration,includes,semantic web services,openie,2
2239,knowledge acquisition,includes,semantic web services,openie,1
2240,intelligent agents,includes,semantic web services,openie,3
2241,information integration,includes,semantic search engines,openie,2
2242,information integration,includes,semantic web services,openie,4
2243,semantic search engines,includes,semantic web services,openie,1
2244,semantic search engines,includes,ontology design,openie,1
2245,resource description framework (rdf),includes,world wide web,openie,1
2246,semantic web services,includes,process modelling,openie,1
2247,semantic descriptions,includes,semantic relationships,openie,1
2248,semantic web services,includes,relational database systems,openie,1
2249,semantic web services,includes,ontology-based,openie,4
2250,semantic web services,includes,semantic relationships,openie,1
2251,web ontology language,includes,access control mechanism,openie,1
2252,semantic search engines,includes,semantic web technologies,openie,12
2253,semantic search engines,includes,information fusion,openie,1
2254,semantic search engines,includes,ontology alignment,openie,1
2255,information fusion,includes,semantic search engines,openie,1
2256,information fusion,includes,ontology alignment,openie,1
2257,resource description framework (rdf),includes,domain-specific ontologies,openie,1
2258,business processes,includes,semantic web services,openie,1
2259,semantic search engines,includes,semantic web technologies,openie,2
2260,agent technology,includes,semantic web services,openie,2
2261,data integration,includes,ontology alignment,openie,1
2262,information extraction,includes,semantic search engines,openie,5
2263,semantic search engines,includes,personalizations,openie,2
2264,semantic web services,includes,business processes,openie,2
2265,database systems,includes,web ontology language,openie,1
2266,semantic description,includes,database systems,openie,3
2267,distributed systems,includes,semantic web services,openie,1
2268,ontology alignment,includes,change detection,openie,1
2269,internet,includes,semantic web services,openie,1
2270,trust management,includes,semantic web services,openie,1
2271,caching,includes,web ontology language,openie,1
2272,ontology alignment,includes,knowledge-sharing,openie,1
2273,semantic web services,includes,automated reasoning,openie,1
2274,semantic web services,includes,search engines,openie,4
2275,semantic web services,includes,software development life cycle,openie,1
2276,ontology alignment,includes,user query,openie,1
2277,ontology alignment,includes,semantic relationships,openie,1
2278,xml schemas,includes,resource description framework (rdf),openie,1
2279,xml schemas,includes,web ontology language,openie,2
2280,heterogeneous databases,includes,semantic descriptions,openie,1
2281,service-oriented computing,includes,semantic web services,openie,1
2282,semantic web technologies,includes,semantic description,openie,2
2283,ontology alignment,includes,information integration,openie,1
2284,semantic web services,includes,network management,openie,1
2285,semantic web services,includes,automation,openie,1
2286,semantic search engines,includes,recommendation,openie,1
2287,semantic search engines,includes,social software,openie,1
2288,personalizations,includes,semantic search engines,openie,1
2289,social software,includes,semantic search engines,openie,1
2290,python,includes,linked data,openie,1
2291,web ontology language,includes,semantic relationships,openie,2
2292,matching algorithm,includes,semantic web services,openie,3
2293,knowledge bases,includes,semantic description,openie,2
2294,semantic web services,includes,supply chain coordination,openie,2
2295,semantic web services,includes,information technology,openie,1
2296,machine translation systems,includes,semantic search engines,openie,1
2297,semantic search engines,includes,document classification,openie,1
2298,automatic composition,includes,semantic web services,openie,3
2299,semantic web services,includes,software agents,openie,3
2300,semantic web services,includes,web contents,openie,1
2301,semantic description,includes,web contents,openie,1
2302,semantic description,includes,software agents,openie,1
2303,web ontology language,includes,context reasoning,openie,1
2304,semantic web technologies,includes,semantic web services,openie,1
2305,natural language processing systems,includes,semantic web services,openie,2
2306,artificial intelligence,includes,semantic web services,openie,1
2307,artificial intelligence,includes,semantic search engine,openie,1
2308,semantic web services,includes,semantic search engine,openie,1
2309,background knowledge,includes,ontology alignment,openie,1
2310,open source software,includes,semantic web services,openie,1
2311,graph theory,includes,semantic web services,openie,1
2312,linked data,includes,semantic search engines,openie,2
2313,access control,includes,semantic web services,openie,4
2314,word sense disambiguation,includes,ontology alignment,openie,1
2315,semantic web services,includes,web engineering,openie,1
2316,database systems,includes,resource description framework (rdf),openie,2
2317,ontology technology,includes,semantic web services,openie,2
2318,ontology-based,includes,semantic descriptions,openie,4
2319,linked data,includes,reasoning algorithms,openie,2
2320,particle swarm optimization algorithms,includes,ontology alignment,openie,1
2321,linked data,includes,semantic relationships,openie,2
2322,semantic web services,includes,dialogue,openie,1
2323,linked data,includes,parsing algorithm,openie,1
2324,semantic web technologies,includes,web ontology language,openie,2
2325,semantic data,includes,semantic search engine,openie,2
2326,natural language interfaces,includes,semantic search engine,openie,4
2327,parallelism,includes,semantic search engines,openie,1
2328,semantic web services,includes,semantic web technologies,openie,3
2329,semantic web technologies,includes,ontology alignment,openie,2
2330,ontology alignment,includes,ontology construction,openie,1
2331,sparql,includes,semantic web services,openie,1
2332,fuzzy clustering techniques,includes,semantic web services,openie,1
2333,ontology alignment,includes,sentence similarity,openie,2
2334,ontology alignment,includes,semantic similarity measures,openie,4
2335,sentence similarity,includes,ontology alignment,openie,2
2336,ontology alignment,includes,semantic web technologies,openie,3
2337,semantic web services,includes,enterprise information systems,openie,1
2338,enterprise information systems,includes,semantic web services,openie,1
2339,semantic web technologies,includes,ontology alignment,openie,10
2340,web ontology language,includes,domain-specific ontologies,openie,3
2341,semantic web services,includes,knowledge engineering,openie,2
2342,semantic web technologies,includes,semantic descriptions,openie,3
2343,semantic descriptions,includes,intelligent agents,openie,4
2344,semantic descriptions,includes,verification,openie,2
2345,intelligent agents,includes,semantic descriptions,openie,2
2346,sparql,includes,resource description framework (rdf),openie,5
2347,linked open data,includes,semantic search engine,openie,1
2348,linked open data,includes,semantic web services,openie,3
2349,semantic search engine,includes,semantic web services,openie,1
2350,semantic search engine,includes,semantic wikis,openie,1
2351,semantic web services,includes,semantic wikis,openie,1
2352,coloured petri nets,includes,semantic web services,openie,2
2353,web ontology language,includes,semantic web services,openie,7
2354,semantic web technologies,includes,web ontology language,openie,5
2355,image annotation,includes,semantic web services,openie,1
2356,web ontology language,includes,modeling languages,openie,1
2357,web services discovery,includes,ontology alignment,openie,1
2358,word sense disambiguation,includes,ontology alignment,openie,1
2359,information retrieval,includes,ontology alignment,openie,2
2360,ontology alignment,includes,information retrieval,openie,2
2361,ontology alignment,includes,document clustering,openie,1
2362,distributed applications,includes,semantic web services,openie,1
2363,resource description framework (rdf),includes,natural language processing systems,openie,1
2364,natural language processing systems,includes,web ontology language,openie,2
2365,ontology construction,includes,ontology alignment,openie,1
2366,semantic web technologies,includes,ontology alignment,openie,2
2367,web ontology language,includes,web contents,openie,2
2368,web ontology language,includes,information retrieval,openie,1
2369,semantic web services,includes,service matching,openie,4
2370,ontology alignment,includes,ontology alignment,openie,2
2371,semantic web services,includes,intelligent software agent,openie,1
2372,automated reasoning,includes,web ontology language,openie,1
2373,resource description framework (rdf),includes,digital libraries,openie,2
2374,web ontology language,includes,linked data,openie,1
2375,sparql,includes,linked data,openie,3
2376,service compositions,includes,semantic web services,openie,2
2377,ontology alignment,includes,answering queries,openie,1
2378,semantic web technologies,includes,resource description framework (rdf),openie,3
2379,system architectures,includes,semantic web services,openie,1
2380,resource description framework (rdf),includes,query processing,openie,1
2381,personalized services,includes,semantic web services,openie,1
2382,linked data,includes,geographic information system,openie,1
2383,ontology alignment,includes,schema mappings,openie,2
2384,ontology alignment,includes,knowledge-sharing,openie,1
2385,semantic web services,includes,adaptive systems,openie,1
2386,web ontology language,includes,context reasoning,openie,2
2387,web ontology language,includes,web contents,openie,1
2388,ontology alignment,includes,semantic similarity measures,openie,1
2389,web service composition,includes,semantic web services,openie,3
2390,mashup,includes,semantic web services,openie,1
2391,linked data,includes,computer science,openie,1
2392,semantic web services,includes,communication,openie,3
2393,query optimization,includes,resource description framework (rdf),openie,1
2394,semantic description,includes,information filtering,openie,1
2395,ontology alignment,includes,question answering systems,openie,3
2396,question answering systems,includes,ontology alignment,openie,2
2397,web services discovery,includes,semantic web services,openie,2
2398,semantic web services,includes,software architectures,openie,2
2399,ontology construction,includes,ontology alignment,openie,2
2400,semantic web services,includes,recommender systems,openie,1
2401,semantic search engine,includes,component-based software engineering,openie,1
2402,semantic search engine,includes,component-based software engineering,openie,1
2403,semantic description,includes,mass customization,openie,1
2404,web ontology language,includes,computer systems,openie,1
2405,linked data,includes,vocabulary,openie,1
2406,linked data,includes,inference,openie,1
2407,semantic web technologies,includes,resource description framework (rdf),openie,1
2408,semantic description,includes,intelligent agents,openie,2
2409,interactive visualizations,includes,ontology alignment,openie,2
2410,data security,includes,semantic description,openie,2
2411,logic programming,includes,web ontology language,openie,1
2412,resource description framework (rdf),includes,web applications,openie,8
2413,semantic web services,includes,business process modelling,openie,1
2414,user query,includes,semantic web services,openie,1
2415,semantic descriptions,includes,semantic web technologies,openie,1
2416,verification,includes,semantic descriptions,openie,1
2417,mobile devices,includes,semantic web services,openie,1
2418,resource description framework (rdf),includes,semantic web rule languages,openie,7
2419,ontology alignment,includes,ontology construction,openie,1
2420,ontology alignment,includes,testing and debugging,openie,1
2421,linked data,includes,automated reasoning,openie,1
2422,linked data,includes,social networks,openie,2
2423,background knowledge,includes,ontology alignment,openie,1
2424,resource description framework (rdf),includes,ontology language,openie,1
2425,knowledge bases,includes,semantic web services,openie,1
2426,modeling languages,includes,semantic web services,openie,2
2427,semantic descriptions,includes,semantic web technologies,openie,1
2428,resource description framework (rdf),includes,web applications,openie,2
2429,semantic search engines,includes,recommendation systems,openie,1
2430,web ontology language,includes,relational database systems,openie,3
2431,semantic search engines,includes,visualization,openie,1
2432,visualization,includes,semantic search engines,openie,1
2433,web information,includes,semantic description,openie,1
2434,ontology alignment,includes,ontology-based,openie,3
2435,ontology alignment,includes,semantic web technologies,openie,1
2436,resource description framework (rdf),includes,relational database systems,openie,1
2437,fuzzy sets theory,includes,ontology alignment,openie,1
2438,semantic web services,includes,multi-agents,openie,1
2439,ontology alignment,includes,ontology alignment,openie,2
2440,ontology alignment,includes,ontology merging,openie,4
2441,ontology alignment,includes,ontology merging,openie,2
2442,ontology alignment,includes,knowledge exchange,openie,1
2443,machine learning techniques,includes,ontology alignment,openie,1
2444,semantic web services,includes,service compositions,openie,1
2445,ontology merging,includes,ontology alignment,openie,1
2446,linked data,includes,data publishing,openie,2
2447,ontology alignment,includes,clustering algorithms,openie,3
2448,semantic web technologies,includes,ontology alignment,openie,1
2449,search engines,includes,resource description framework (rdf),openie,1
2450,data mining,includes,ontology alignment,openie,2
2451,semantic search engine,includes,information retrieval,openie,3
2452,resource description framework (rdf),includes,knowledge management,openie,1
2453,web ontology language,includes,knowledge management,openie,2
2454,web ontology language,includes,domain knowledge,openie,2
2455,community detection,includes,semantic search engines,openie,2
2456,semantic search engines,includes,user profiling,openie,1
2457,user profiling,includes,semantic search engines,openie,1
2458,ontology alignment,includes,machine learning techniques,openie,1
2459,ontology alignment,includes,word sense disambiguation,openie,1
2460,clone detection,includes,ontology alignment,openie,1
2461,grid environments,includes,semantic description,openie,1
2462,semantic search engines,includes,web-searching,openie,1
2463,web 2.0,includes,semantic web services,openie,4
2464,shortest paths,includes,semantic web services,openie,1
2465,resource description framework (rdf),includes,policy specification,openie,1
2466,business logic,includes,semantic web services,openie,1
2467,z,includes,web ontology language,openie,1
2468,answer set programming,includes,web ontology language,openie,1
2469,web ontology language,includes,object constraint language,openie,1
2470,web ontology language,includes,social networks,openie,2
2471,semantic description,includes,semantic similarity measures,openie,1
2472,formal specifications,includes,web ontology language,openie,3
2473,web ontology language,includes,reasoning algorithms,openie,2
2474,relational data models,includes,web ontology language,openie,1
2475,energy conservation,includes,semantic web services,openie,1
2476,network management,includes,semantic web services,openie,1
2477,grid computing,includes,semantic web services,openie,1
2478,grid services,includes,semantic web services,openie,1
2479,verification,includes,ontology alignment,openie,1
2480,validation,includes,ontology alignment,openie,1
2481,semantic web services,includes,grid services,openie,2
2482,knowledge representation,includes,web ontology language,openie,1
2483,authentication mechanisms,includes,semantic search engines,openie,1
2484,information retrieval,includes,semantic web services,openie,4
2485,domain-specific ontologies,includes,semantic description,openie,1
2486,semantic web services,includes,virtual organizations,openie,1
2487,semantic description,includes,systems integration,openie,1
2488,ontology alignment,includes,semantic web technologies,openie,3
2489,wordnet,includes,ontology alignment,openie,1
2490,web ontology language,includes,modeling languages,openie,4
2491,semantic web services,includes,semantic descriptions,openie,1
2492,knowledge-sharing,includes,ontology alignment,openie,1
2493,index structure,includes,resource description framework (rdf),openie,1
2494,ontology merging,includes,ontology alignment,openie,1
2495,linked data,includes,libraries,openie,3
2496,semantic search engines,includes,domain knowledge,openie,1
2497,dublin core,includes,web ontology language,openie,2
2498,web ontology language,includes,vocabulary,openie,2
2499,semantic description,includes,grid resources,openie,1
2500,java,includes,web ontology language,openie,1
2501,semantic search engines,includes,web applications,openie,3
2502,ontology alignment,includes,evaluation system,openie,1
2503,semantic web services,includes,distributed applications,openie,1
2504,semantic description,includes,computer systems,openie,1
2505,semantic search engine,includes,knowledge bases,openie,2
2506,semantic interoperability,includes,ontology alignment,openie,1
2507,semantic search engines,includes,web contents,openie,1
2508,semantic web services,includes,information sharing,openie,1
2509,semantic relationships,includes,ontology alignment,openie,1
2510,resource description framework (rdf),includes,data exchange,openie,5
2511,knowledge bases,includes,web ontology language,openie,1
2512,domain knowledge,includes,web ontology language,openie,1
2513,web ontology language,includes,ontology development,openie,1
2514,semantic metadata,includes,semantic search engines,openie,1
2515,rule engine,includes,linked data,openie,1
2516,semantic web services,includes,data integration,openie,1
2517,services selection,includes,semantic web services,openie,3
2518,spatial databases,includes,semantic description,openie,1
2519,semantic relationships,includes,semantic description,openie,1
2520,linked open data,includes,linked data,openie,1
2521,semantic web services,includes,ontology technology,openie,1
2522,semantic web services,includes,information systems,openie,1
2523,semantic web services,includes,user profiles,openie,1
2524,resource description framework (rdf),includes,knowledge representation,openie,6
2525,resource description framework (rdf),includes,computer science,openie,1
2526,semantic search engines,includes,ontology evolution,openie,1
2527,ontology evolution,includes,semantic search engines,openie,1
2528,semantic web services,includes,knowledge management,openie,1
2529,semantic web services,includes,matching algorithm,openie,1
2530,virtual organizations,includes,semantic web services,openie,1
2531,affective computing,includes,semantic web services,openie,1
2532,e - learnings,includes,semantic web services,openie,1
2533,recommendation,includes,semantic web services,openie,1
2534,question answering systems,includes,linked data,openie,1
2535,resource description framework (rdf),includes,semantic web technologies,openie,1
2536,web ontology language,includes,ontology modeling,openie,1
2537,linked data,includes,user interface designs,openie,1
2538,linked data,includes,software development life cycle,openie,1
2539,ontology alignment,includes,semantic search engines,openie,1
2540,semantic web services,includes,web service selection,openie,1
2541,web-mining,includes,semantic search engines,openie,1
2542,semantic search engines,includes,ontology construction,openie,1
2543,semantic description,includes,distributed applications,openie,1
2544,service execution,includes,semantic web services,openie,1
2545,cloud computing,includes,semantic web services,openie,1
2546,semantic web services,includes,service-oriented computing,openie,2
2547,web 2.0,includes,linked data,openie,5
2548,semantic search engines,includes,knowledge management,openie,2
2549,semantic web services,includes,web services discovery,openie,1
2550,linked data,includes,ontology alignment,openie,1
2551,resource description framework (rdf),includes,web information,openie,1
2552,knowledge representation,includes,ontology alignment,openie,1
2553,web 2.0,includes,semantic descriptions,openie,1
2554,web ontology language,includes,knowledge engineering,openie,2
2555,resource description framework (rdf),includes,data mining,openie,1
2556,programming models,includes,semantic web services,openie,1
2557,text clustering,includes,semantic web services,openie,1
2558,semantic relationships,includes,semantic descriptions,openie,2
2559,relational database systems,includes,ontology alignment,openie,1
2560,ontology alignment,includes,data integration,openie,1
2561,semantic web services,includes,semantic heterogeneity,openie,1
2562,ontology alignment,includes,electronic commerce,openie,1
2563,ontology alignment,includes,automatic classification,openie,1
2564,ontology alignment,includes,ontology evaluation,openie,1
2565,ontology alignment,includes,semantic concept,openie,2
2566,email,includes,semantic search engines,openie,2
2567,semantic web services,includes,knowledge representation,openie,1
2568,image processing,includes,semantic web services,openie,1
2569,back propagation neural networks,includes,semantic web services,openie,1
2570,semantic web services,includes,shape optimization,openie,1
2571,linked data,includes,logic programming,openie,1
2572,fuzzy logics,includes,ontology alignment,openie,1
2573,web contents,includes,semantic search engines,openie,1
2574,user interfaces,includes,semantic search engine,openie,1
2575,linked data,includes,cloud computing,openie,2
2576,inference,includes,semantic search engine,openie,1
2577,query processing,includes,semantic search engine,openie,1
2578,ontology alignment,includes,inference,openie,1
2579,libraries,includes,linked data,openie,2
2580,semantic web services,includes,p2p computing,openie,1
2581,semantic web services,includes,mobile computing,openie,1
2582,web ontology language,includes,world wide web,openie,1
2583,web ontology language,includes,star schema,openie,1
2584,concept lattices,includes,linked data,openie,1
2585,data warehousing,includes,ontology alignment,openie,1
2586,logic programming,includes,resource description framework (rdf),openie,1
2587,semantic search engines,includes,semantic metadata,openie,1
2588,ontology alignment,includes,information extraction,openie,1
2589,ontology alignment,includes,natural language generation,openie,1
2590,ontology alignment,includes,information integration,openie,2
2591,linked data,includes,knowledge engineering,openie,1
2592,semantic description,includes,search engines,openie,1
2593,ontology alignment,includes,model transformations,openie,1
2594,recommendation,includes,linked data,openie,1
2595,linked data,includes,information retrieval,openie,2
2596,linked data,includes,digital libraries,openie,8
2597,web ontology language,includes,knowledge-sharing,openie,1
2598,semantic search engines,includes,user query,openie,1
2599,ontology learning,includes,ontology alignment,openie,1
2600,ontology learning,includes,ontology alignment,openie,1
2601,cloud computing,includes,semantic search engine,openie,1
2602,semantic description,includes,service compositions,openie,1
2603,semantic description,includes,computer vision,openie,2
2604,voicexml,includes,resource description framework (rdf),openie,4
2605,voicexml,includes,web ontology language,openie,4
2606,information sharing,includes,ontology alignment,openie,1
2607,resource description framework (rdf),includes,extensible markup language,openie,3
2608,resource description framework (rdf),includes,knowledge representation and reasoning,openie,1
2609,ontology alignment,includes,semantic interoperability,openie,2
2610,ontology evolution,includes,ontology alignment,openie,1
2611,zig-bee,includes,web ontology language,openie,1
2612,web ontology language,includes,semantic descriptions,openie,1
2613,data integration,includes,semantic search engines,openie,2
2614,linked data,includes,ontology construction,openie,1
2615,linked data,includes,web browsing,openie,1
2616,artificial intelligence,includes,linked data,openie,1
2617,linked data,includes,web 2.0,openie,1
2618,semantic search engines,includes,semantic web technologies,openie,1
2619,resource description framework (rdf),includes,social sciences,openie,1
2620,semantic description,includes,grid services,openie,1
2621,knowledge-sharing,includes,semantic search engines,openie,1
2622,semantic search engines,includes,text mining,openie,1
2623,semantic search engines,includes,interactive visualizations,openie,1
2624,semantic data,includes,resource description framework (rdf),openie,1
2625,ontology alignment,includes,semantic heterogeneity,openie,5
2626,semantic descriptions,includes,manets,openie,2
2627,manets,includes,semantic descriptions,openie,2
2628,web ontology language,includes,controlled natural language,openie,1
2629,knowledge management,includes,semantic web services,openie,1
2630,collaborative filtering algorithms,includes,semantic web services,openie,1
2631,semantic relationships,includes,ontology alignment,openie,1
2632,grid environments,includes,ontology alignment,openie,2
2633,ontology technology,includes,ontology alignment,openie,1
2634,resource description framework (rdf),includes,bipartite graphs,openie,1
2635,ontology alignment,includes,data cleaning,openie,1
2636,semantic search engines,includes,data mining,openie,2
2637,semantic search engines,includes,knowledge construction,openie,1
2638,data mining,includes,semantic search engines,openie,1
2639,knowledge discovery,includes,linked data,openie,1
2640,linked data,includes,ontology construction,openie,1
2641,description logics,includes,semantic description,openie,1
2642,domain-specific ontologies,includes,ontology alignment,openie,2
2643,distributed environments,includes,ontology alignment,openie,1
2644,resource description framework (rdf),includes,semantic search engines,openie,1
2645,uml models,includes,web ontology language,openie,1
2646,semantic web technologies,includes,resource description framework (rdf),openie,2
2647,evolutionary algorithms,includes,semantic web services,openie,1
2648,linked data,includes,knowledge transfer,openie,1
2649,semantic description,includes,affective computing,openie,1
2650,linked data,includes,relational database systems,openie,1
2651,linked data,includes,information integration,openie,1
2652,linked data,includes,data visualization,openie,1
2653,semantic search engines,includes,knowledge-sharing,openie,1
2654,bayesian networks,includes,ontology alignment,openie,1
2655,context modeling,includes,ontology alignment,openie,1
2656,ontology alignment,includes,computer science,openie,1
2657,linked open data,includes,ontology alignment,openie,1
2658,social networks,includes,ontology alignment,openie,1
2659,kernel functions,includes,ontology alignment,openie,1
2660,linked data,includes,natural languages,openie,1
2661,semantic search engines,includes,speech recognition,openie,5
2662,web ontology language,includes,xml schemas,openie,1
2663,data exchange,includes,ontology alignment,openie,1
2664,resource description framework (rdf),includes,web contents,openie,1
2665,resource description framework (rdf),includes,web searches,openie,1
2666,resource description framework (rdf),includes,software agents,openie,2
2667,web ontology language,includes,resource discovery,openie,1
2668,rough sets theory,includes,ontology alignment,openie,1
2669,representational state transfer,includes,web ontology language,openie,1
2670,web ontology language,includes,semantic similarity measures,openie,1
2671,linked data,includes,data sparsity,openie,1
2672,linked data,includes,cloud services,openie,1
2673,user query,includes,semantic search engines,openie,1
2674,relational data models,includes,resource description framework (rdf),openie,1
2675,semantic search engines,includes,multimedia contents,openie,2
2676,information retrieval technology,includes,semantic search engine,openie,1
2677,linked data,includes,knowledge discovery,openie,4
2678,ontology alignment,includes,information systems,openie,1
2679,resource description framework (rdf),includes,distributed systems,openie,1
2680,resource description framework (rdf),includes,process modelling,openie,1
2681,ontology alignment,includes,query processing,openie,1
2682,formal models,includes,semantic search engines,openie,1
2683,database systems,includes,ontology alignment,openie,1
2684,web ontology language,includes,knowledge acquisition,openie,1
2685,web ontology language,includes,programming languages,openie,1
2686,web ontology language,includes,knowledge representation,openie,3
2687,web ontology language,includes,software design patterns,openie,1
2688,information extraction,includes,ontology alignment,openie,1
2689,web ontology language,includes,dynamic service composition,openie,1
2690,fuzzy extension,includes,web ontology language,openie,1
2691,semantic search engine,includes,semantic relationships,openie,1
2692,ontology alignment,includes,ontology evolution,openie,1
2693,semantic search engines,includes,information retrieval,openie,2
2694,database systems,includes,semantic search engine,openie,2
2695,description logics,includes,semantic search engines,openie,1
2696,mobile phones,includes,semantic search engines,openie,2
2697,resource description framework (rdf),includes,knowledge acquisition,openie,1
2698,ontology alignment,includes,information integration,openie,2
2699,resource description framework (rdf),includes,version management,openie,1
2700,resource description framework (rdf),includes,data exchange,openie,1
2701,domain-specific ontologies,includes,ontology alignment,openie,1
2702,ontology alignment,includes,web service composition,openie,1
2703,web ontology language,includes,data integration,openie,1
2704,semantic search engine,includes,fuzzy ontology,openie,1
2705,relational database systems,includes,ontology alignment,openie,1
2706,semantic search engine,includes,semantic search engines,openie,2
